text,id,subject
"WHEREAS, This argument for justifying racist ideologies contradicts the rest of Scripture, especially those passages that teach the image of God in every person regardless of gender or ethnicity (Genesis 1:26–27; Acts 17:26), the unity of people purchased by the blood of Christ (Ephesians 2:11–22), and the certainty that Jesus’ bride is a multi-ethnic people (Revelation 7:9); and",49,On Christlike Commnication and the Use of Social Media
"WHEREAS, The Ethics and Religious Liberty Commission commemorated the fiftieth anniversary of the assassination of Rev. Dr. Martin Luther King Jr. that occurred on April 4, 1968, in Memphis, Tennessee, affording individuals across the nation an opportunity for reflection, repentance, and renewed resolve toward racial unity; now, therefore, be it",50,On Christlike Commnication and the Use of Social Media
"RESOLVED, That the messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, maintain and renew our public renunciation of racism in all its forms, including our disavowal of the “curse of Ham” doctrine and any other attempt to distort or misappropriate the Bible to justify this evil; and be it further",51,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we not be satisfied in our hearts with embracing any doctrinal belief that contradicts human dignity expressed in the creation account and beg the Almighty to purge all remaining dross of this false teaching from our hearts to the glory of God; and be it further",52,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we remain vigilant to bring about the healing and restoration of individuals affected by this sort of doctrine, not allowing any future version of this wicked teaching to creep into our hearts or our pulpits (Matthew 7:15; 2 Peter 2:1); and be it further",53,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we renew our commitment to proclaim boldly the gospel of Jesus Christ to people from every tribe, tongue, and nation regardless of skin color or genealogical descent (Matthew 28:18–20; Acts 1:8); and be it further",54,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we encourage Southern Baptists at every level to withdraw fellowship from churches that insist on excluding from fellowship anyone based on race or ethnicity; and be it further",55,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we renew our commitment to preach and teach the full equality, dignity, and worth of all people from the Scriptures as it would be appropriate to do so; and be it finally",56,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we renew our commitment to cultivate diligently heartfelt love for people of all tribes, ethnicities, and peoples for the good of the church and the glory of Jesus among the nations (Ephesians 4:3–6). ",57,On Christlike Commnication and the Use of Social Media
"WHEREAS, Every man, woman, and child from every language, race, and nation is a special creation of God, made in His own image (Genesis 1:26–27); and",58,On Christlike Commnication and the Use of Social Media
"WHEREAS, Longings to protect one’s family from warfare, violence, disease, extreme poverty, and other destitute conditions are universal, driving millions of people to leave their homelands to seek a better life for themselves, their children, and their grandchildren; and",59,On Christlike Commnication and the Use of Social Media
"WHEREAS, God commands His people to treat immigrants with the same respect and dignity as those native born (Leviticus 19:33–34; Jeremiah 7:5–7; Ezekiel 47:22; Zechariah 7:9–10); and",60,On Christlike Commnication and the Use of Social Media
"WHEREAS, Scripture is clear on the believer’s hospitality towards immigrants, stating that meeting the material needs of “strangers” is tantamount to serving the Lord Jesus Himself (Matthew 25:35–40; Hebrews 13:2); and",61,On Christlike Commnication and the Use of Social Media
"WHEREAS, Southern Baptists affirm the value of the family, stating in The Baptist Faith and Message that “God has ordained the family as the foundational institution of human society” (Article XVIII), and Scripture makes clear that parents are uniquely responsible to raise their children “in the training and instruction of the Lord” (Ephesians 6:4); and",62,On Christlike Commnication and the Use of Social Media
"WHEREAS, Untold numbers of men and women seeking to enter the United States legally, desiring to become good citizens of our country, often languish at the borders due to the complexity of our immigration system; and",63,On Christlike Commnication and the Use of Social Media
"WHEREAS, In its 2011 resolution “On Immigration and The Gospel,” messengers to the Southern Baptist Convention asked our governing authorities to prioritize efforts to secure the borders and to hold businesses accountable for hiring practices as they relate to immigration status; and",64,On Christlike Commnication and the Use of Social Media
"WHEREAS, In that same resolution, Southern Baptist Convention messengers also asked our governing authorities to implement, with the borders secured, a just and compassionate path to legal status, with appropriate restitutionary measures, for those undocumented immigrants already living in our country; and",65,On Christlike Commnication and the Use of Social Media
"WHEREAS, At the time, Southern Baptist Convention messengers made clear that the wording of the resolution was not to be construed as support for amnesty for any undocumented immigrant living in violation of the law of the land; and",66,On Christlike Commnication and the Use of Social Media
"WHEREAS, After seven years of continued policy gridlock, there have been no substantive changes in the immigration system that would make it more just, humane, efficient, and orderly; now, therefore, be it",67,On Christlike Commnication and the Use of Social Media
"RESOLVED, That the messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, affirm the value and dignity of immigrants, regardless of their race, religion, ethnicity, culture, national origin, or legal status; and be it further",68,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we desire to see immigration reform include an emphasis on securing our borders and providing a pathway to legal status with appropriate restitutionary measures, maintaining the priority of family unity, resulting in an efficient immigration system that honors the value and dignity of those seeking a better life for themselves and their families; and be it further",69,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we declare that any form of nativism, mistreatment, or exploitation is inconsistent with the gospel of Jesus Christ; and be it further",70,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we encourage all elected officials, especially those who are members of Southern Baptist churches, to do everything in their power to advocate for a just and equitable immigration system, those in the professional community to seek ways to administer just and compassionate care for the immigrants in their community, and our Southern Baptist entities to provide resources that will equip and empower churches and church members to reach and serve immigrant communities; and be it further",71,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we encourage pastors to address immigration issues with their local churches and to exhort their congregations to serve their local immigrant communities; and be it finally",72,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we affirm that all immigrants are either brothers and sisters in Christ or people whom God loves and has given us an opportunity to reach with the gospel where otherwise they may never have heard. ",73,On Christlike Commnication and the Use of Social Media
"WHEREAS, In the beginning, the Triune God chose to create humanity in His image and according to His likeness, such that “God created man in His own image; He created Him in the image of God; He created them male and female” (Genesis 1:26–27); and",74,On Christlike Commnication and the Use of Social Media
"WHEREAS, God judged His creation of humanity to be very good indeed (Genesis 1:31), crowned humanity with honor and glory, making them rulers over the works of His hands (Psalm 8:5–6), and put eternity in all human hearts so we might seek after Him (Ecclesiastes 3:11); and",75,On Christlike Commnication and the Use of Social Media
"WHEREAS, God’s precious likeness and image was passed down from Adam to his posterity, the human race, through generations (Genesis 5:3); and",76,On Christlike Commnication and the Use of Social Media
"WHEREAS, God sent His own perfect image, Jesus Christ, into the world (Colossians 1:15; Hebrews 1:3), intending through the sufferings of Christ (Hebrews 2:10) for human beings to become conformed, renewed, and transformed into the same image of Christ (Romans 8:29; 2 Corinthians 3:18; Colossians 3:9–10); and",77,On Christlike Commnication and the Use of Social Media
"WHEREAS, God intends to bless human beings to “bear the image of the man of heaven,” Jesus Christ (1 Corinthians 15:49; cf. 1 John 3:2), and “wants everyone to be saved” through hearing and believing His gospel (1 Timothy 2:4; cf. Ezekiel 18:23; Matthew 23:37; 2 Peter 3:9); and",78,On Christlike Commnication and the Use of Social Media
"WHEREAS, Significant challenges threaten the dignity and worthiness of human beings who do not possess power or advantage, including but not limited to the heinous murder of the unborn child in the womb, the enforced withdrawal of life-sustaining medical care from the ill or infirm, the prejudices and discriminations of racism and ethnocentrism, various abuses of other human persons, the denigration of opposing political groups, and persecutions of religious minorities; and",79,On Christlike Commnication and the Use of Social Media
"WHEREAS, Article III of The Baptist Faith and Message clearly affirms that human dignity is an inviolable status, stating, “The sacredness of human personality is evident in that God created man in His own image, and in that Christ died for man; therefore, every person of every race possesses full dignity and is worthy of respect and Christian love”; now, therefore, be it",80,On Christlike Commnication and the Use of Social Media
"RESOLVED, That the messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, reaffirm the sacredness and full dignity and worthiness of respect and Christian love for every single human being, without any reservation whatsoever; and be it further",81,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we affirm the full dignity of every unborn child and denounce every act of abortion except to save the mother’s physical life; and be it further",82,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we affirm the full dignity of every human being, whether or not any political, legal, or medical authority considers a human being possessive of “viable” life regardless of cognitive or physical disability, and denounce every act that would wrongly limit the life of any human at any stage or state of life; and be it further",83,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we affirm the full dignity of every human being of whatever ethnicity and denounce every form and practice of racism and ethnocentrism; and be it further",84,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we affirm the full dignity of every human being, whether male or female, young or old, weak or strong, and denounce any and every form of abuse, whether physical, sexual, verbal, or psychological; and be it further",85,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we affirm the full dignity of every human being of whatever political or legal status or party and denounce rhetoric that diminishes the humanity of anyone; and be it further",86,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we affirm the full dignity of every human being of whatever religion or creed and denounce any unjust violation of the first freedom of religious liberty; and be it further",87,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we affirm that the full dignity of every human being can never be removed, diminished, or modified by any human decision or action whatsoever; and be it finally",88,On Christlike Commnication and the Use of Social Media
"RESOLVED, That we affirm the full dignity of every human being and commit to model God’s saving love by sharing the eternal hope found in the gospel, to call all people to repentance and faith in Jesus Christ (Matthew 28:19–20; 2 Corinthians 5:11; 1 Peter 3:14–17), and to love our neighbors as ourselves (Matthew 22:39; Romans 12:10, 15; Philippians 2:4–7). ",89,On Christlike Commnication and the Use of Social Media
"WHEREAS, Due to the size and publicly deliberative nature of the Southern Baptist Convention, the interactions between its people and entities often become newsworthy and are published in Christian and secular media as representation of the faith of believers in our Lord Jesus Christ; and",90,On Christlike Commnication and the Use of Social Media
"WHEREAS, The Bible affirms that God is the author of human life and that human life is sacred and worthy of protection (Genesis 9:5–6; Psalm 139:13–16); and",99,On Gun Violence and Mass Shootings
"WHEREAS, The shedding of innocent blood is a repugnant and wicked evil that transgresses the moral law of God and does violence to the image of God in every person (Genesis 1:26–27; Exodus 20:13); and",100,On Gun Violence and Mass Shootings
"WHEREAS, Gun violence perpetrated against innocent persons is incompatible with the character of Jesus Christ; and",101,On Gun Violence and Mass Shootings
"WHEREAS, Gun-related violence results in over thirty thousand deaths annually in the United States; and",102,On Gun Violence and Mass Shootings
"WHEREAS, In 2018 there already have been a number of horrific mass shootings in the United States, claiming the lives of precious individuals and injuring many others; and",103,On Gun Violence and Mass Shootings
"WHEREAS, The mass shooting at First Baptist Church in Sutherland Springs, Texas, on November 5, 2017, resulted in twenty-six murdered persons and an additional twenty injured persons, and was an horrific evil that brought immeasurable grief to the families affected, the nation, and to the broader Southern Baptist family; now, therefore, be it",104,On Gun Violence and Mass Shootings
"RESOLVED, That messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, do grieve and decry the epidemic of gun violence resulting in mass shootings across America; and be it further",105,On Gun Violence and Mass Shootings
"RESOLVED, That we express solidarity with all those victimized by gun violence and seek every available opportunity to minister to them in the name of Jesus Christ; and be it further",106,On Gun Violence and Mass Shootings
"RESOLVED, That we commend the heroism of police officers, first responders, and bystanders who bravely intervene in violent situations to eliminate additional threats and provide emergency aid to victims (Romans 13:1–7); and be it further",107,On Gun Violence and Mass Shootings
"RESOLVED, That we call on federal, state, and local authorities to address the epidemic of gun violence by evaluating the societal maladies that lead to escalations in gun violence and mass shootings; and be it further",108,On Gun Violence and Mass Shootings
"RESOLVED, That we call on federal, state, and local authorities to implement preventative measures that would reduce gun violence and mass shootings while operating in accordance with the Second Amendment of the United States Constitution; and be it further",109,On Gun Violence and Mass Shootings
"RESOLVED, That we affirm that gun ownership carries with it a great responsibility of being aware of the sinfulness of one’s own heart; and be it further",110,On Gun Violence and Mass Shootings
"RESOLVED, That we affirm that it is the depravity, sinfulness, and wickedness of the human heart that gives birth to gun violence and mass shootings; and be it finally",111,On Gun Violence and Mass Shootings
"RESOLVED, That we affirm that the greatest antidote to the pandemic of gun violence and mass shootings is the gospel of Jesus Christ. ",112,On Gun Violence and Mass Shootings
"WHEREAS, Opioid abuse and addiction, including prescription painkillers, have increased at an alarming rate over the past decade; and",113,On Opiod Abuse and Addiction
"WHEREAS, In 2017, sixty-four thousand Americans died from opioid abuse, which made it the leading cause of death for those under fifty years old, and deaths related to opioid overdose have increased 493 percent since 2010; and",114,On Opiod Abuse and Addiction
"WHEREAS, Opioid addiction is problematic within every ethnicity, socio-economic group, and geographic region; and",115,On Opiod Abuse and Addiction
"WHEREAS, All people, including those battling addiction, are made in the image of God (Genesis 1:27) and maintain an ongoing dignity; and",116,On Opiod Abuse and Addiction
"WHEREAS, The body is the temple of the Holy Spirit, purchased by the blood of Christ, and opioid abuse destroys that temple (1 Corinthians 6:19–20); and",117,On Opiod Abuse and Addiction
"WHEREAS, Believers are not to be under the control of anything other than the Holy Spirit (Ephesians 5:18); and",118,On Opiod Abuse and Addiction
"WHEREAS, While Satan seeks to destroy and enslave people (John 10:10), followers of Jesus are called to put on the whole armor of God in order to stand against the schemes of the devil (Ephesians 6:10–18); and",119,On Opiod Abuse and Addiction
"WHEREAS, Christians are commanded to love their neighbors (Matthew 22:39), which includes those in our communities suffering from the harmful effects of opioid addiction; and",120,On Opiod Abuse and Addiction
"WHEREAS, Opioids are easily obtained and deceptive in their power to addict; and",121,On Opiod Abuse and Addiction
"WHEREAS, Opioid addiction is harming the workforce, overwhelming the medical community, and causing difficult budgetary challenges in many cities; and",122,On Opiod Abuse and Addiction
"WHEREAS, Opioid abuse destroys the individual user, but it also destroys the family unit by often separating children from their addicted parents; and",123,On Opiod Abuse and Addiction
"WHEREAS, The opioid epidemic has caused a strain on the foster care system in most states; now, therefore, be it",124,On Opiod Abuse and Addiction
"RESOLVED, That the messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, urge pastors, churches, and all Christians to be aware of the dangers of opioids, advocate for solutions to abuse, and serve those affected by addiction; and be it further",125,On Opiod Abuse and Addiction
"RESOLVED, That we condemn and oppose all usage of opioids outside of the prescription, direction, and care of a licensed medical professional; and be it further",126,On Opiod Abuse and Addiction
"RESOLVED, That we encourage the medical community, insurance providers, healthcare providers, and pharmaceutical manufacturers to advocate for the prescription of opioids only under the most stringent standards, ensuring that patients are educated on the benefits of appropriate, proper usage as well as the dangers of abuse, as we recognize that the medications are efficacious in managing pain when utilized appropriately; and be it further",127,On Opiod Abuse and Addiction
"RESOLVED, That we encourage our city, state, and national governments to work together to address the crisis; and be it further",128,On Opiod Abuse and Addiction
"RESOLVED, That we equip followers of Christ to resist the temptation to assume they are immune from this temptation; and be it further",129,On Opiod Abuse and Addiction
"RESOLVED, That we demonstrate grace toward the addict and hope for recovery that individuals might prosper and flourish; and be it further",130,On Opiod Abuse and Addiction
"RESOLVED, That we encourage families to educate their children on the dangers of opioids and consequences of their abuse; and be it further",131,On Opiod Abuse and Addiction
"RESOLVED, That we encourage churches to provide gospel ministry to those in their communities affected by opioid abuse; and be it finally",132,On Opiod Abuse and Addiction
"RESOLVED, That we encourage churches to live out the biblical mandate to care for the fatherless by supporting families and organizations that advocate and care for children whose homes have been impacted by opioid abuse. ",133,On Opiod Abuse and Addiction
"WHEREAS, Christians are called, as we have opportunity, to “work for the good of all, especially for those who belong to the household of faith” (Galatians 6:10); and",134,On Prayer and Support for Arab Christians
"WHEREAS, God is cultivating a people for His possession “from every nation, tribe, people, and language” (Revelation 7:9); and",135,On Prayer and Support for Arab Christians
"WHEREAS, Arab Christians are our brothers and sisters in Christ who often do not have friends in their fellow countrymen nor in the governments under which they live; and",136,On Prayer and Support for Arab Christians
"WHEREAS, A majority of Arab Christians live under oppressive regimes where Christianity, gatherings for worship, and evangelism are oftentimes illegal and punishable by imprisonment or even death; and",137,On Prayer and Support for Arab Christians
"WHEREAS, Arab Christians often feel alone and forgotten by fellow brothers and sisters in Christ in America and around the world; now, therefore, be it",138,On Prayer and Support for Arab Christians
"RESOLVED, That the messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, commit to pray for Arab Christians in the Middle East and worldwide and to offer a hand of friendship to them; and be it further",139,On Prayer and Support for Arab Christians
"RESOLVED, That we will pray for all fellow believers in the Middle East and worldwide who feel isolated, alienated, and alone; and be it further",140,On Prayer and Support for Arab Christians
"RESOLVED, That we make it known to our Arab brothers and sisters that they are not alone or forgotten, that we are sympathetic to their plight and hardships, and that we do love them and consider them our family in Christ; and be it further",141,On Prayer and Support for Arab Christians
"RESOLVED, That we will pray that God would use our Arab brothers and sisters in Christ and us to reach the nonbelieving Arabs and Muslims in the region; and be it further",142,On Prayer and Support for Arab Christians
"RESOLVED, That we will pray that God will empower Arab Christians in difficult circumstances to endure, overcome, and be witnesses to the life-changing power of the gospel in their context; and be it further",143,On Prayer and Support for Arab Christians
"RESOLVED, That we commit to love, support, and encourage Arab brothers and sisters in Christ wherever possible both at home and abroad; and be it finally",144,On Prayer and Support for Arab Christians
"RESOLVED, That we call on Southern Baptists to remember our Arab brothers and sisters in Christ and to pray that God would strengthen them and give them patient endurance as they allow Him to use their lives as lights of the gospel in a darkened world. ",145,On Prayer and Support for Arab Christians
"WHEREAS, Southern Baptist Disaster Relief (SBDR), a Christ-centered, cooperative partnership of church, associational, state, and national ministries serving through the local church to bring help, hope, and healing to individuals, families, and communities affected by disaster, has just completed fifty years of service; and",146,On the 50th Anniversary of Southern Baptist Disaster Relief
"WHEREAS, SBDR ministry was recognized by the Home Mission Board and galvanized by the Texas Baptist Men organization with the initial response to Hurricane Beulah in 1967 under leadership from the late Robert E. “Bob” Dixon, who left a great legacy for Southern Baptists; and",147,On the 50th Anniversary of Southern Baptist Disaster Relief
"WHEREAS, Those initial relief efforts set the stage for fifty years of SBDR ministry in preparing meals, repairing roofs, providing childcare, removing debris, washing clothes, rebuilding homes, starting conversations, sharing the gospel, and leading people in the midst of crisis to find comfort in Christ; and",148,On the 50th Anniversary of Southern Baptist Disaster Relief
"WHEREAS, SBDR represents the best of Southern Baptist cooperation and partnership in times of crisis and disaster, focusing on the local church and highlighting compassion and changed lives; and",149,On the 50th Anniversary of Southern Baptist Disaster Relief
"WHEREAS, In 2016 SBDR was named the National Member of the Year by Voluntary Organizations Active in Disaster (VOAD), an organization which helps coordinate relief efforts among various governmental, private sector, and nonprofit groups; and",150,On the 50th Anniversary of Southern Baptist Disaster Relief
"WHEREAS, SBDR has become one of the largest organizations of trained volunteers providing mass-care response, both domestically and internationally, and has been recognized as the third largest relief organization in the United States; and",151,On the 50th Anniversary of Southern Baptist Disaster Relief
"WHEREAS, SBDR has truly become the public face of the Southern Baptist Convention, demonstrating Christ’s love in tangible ways to a watching world, and being recognized nationally and internationally by major news outlets, numerous local newspapers, and television stations across the country; and",152,On the 50th Anniversary of Southern Baptist Disaster Relief
"WHEREAS, The seventy-five thousand team members of SBDR remind themselves of important truths through the color of gold, representing the worth of every person to Christ, and the color of blue, representing loyalty to Christ which compels their attitude and behavior of servanthood; now, therefore, be it",153,On the 50th Anniversary of Southern Baptist Disaster Relief
"RESOLVED, That the messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, on the occasion of the fiftieth anniversary of Southern Baptist Disaster Relief, express gratitude to God for His providential guidance in the creation of SBDR and for His multiplied blessings upon this mission and ministry network through the years; and be it further",154,On the 50th Anniversary of Southern Baptist Disaster Relief
"RESOLVED, That we commend the individuals and churches of the Southern Baptist Convention that have been involved in SBDR work for their commitment to Christian love in action by their praying, giving, and going in order to meet the urgent needs of hurting humanity in crisis situations; and be it further",155,On the 50th Anniversary of Southern Baptist Disaster Relief
"RESOLVED, That we encourage Southern Baptist individuals and churches to give toward the ministry of SBDR through the North American Mission Board or their state Baptist conventions; and be it further",156,On the 50th Anniversary of Southern Baptist Disaster Relief
"RESOLVED, That we encourage Southern Baptists to consider prayerfully the opportunity of becoming SBDR volunteers and to contact their state Baptist convention SBDR directors for training information; and be it finally",157,On the 50th Anniversary of Southern Baptist Disaster Relief
"RESOLVED, That we encourage every Southern Baptist congregation to become a Disaster Ready Church, planning, connecting, and responding to the disaster relief opportunities that will surely continue to become available in the future, until that time when, as Romans 8:21 promises, the whole creation that has been groaning will itself “also be set free from the bondage to decay into the glorious freedom of God’s children.” ",158,On the 50th Anniversary of Southern Baptist Disaster Relief
"WHEREAS, 2018 marks the 100th anniversary of the establishment of GuideStone Financial Resources of the Southern Baptist Convention; and",159,On the 50th Anniversary of Guidestone Finanical Resources
"WHEREAS, Southern Baptists established what was then known as the Board of Ministerial Relief and Annuities in 1918 to provide care for “old soldiers of the cross” who had answered the call of the Lord without regard to their pay or provision for old age; and",160,On the 50th Anniversary of Guidestone Finanical Resources
"WHEREAS, The founding corresponding secretary, William Lunsford, gave his all, enduring hardship and health challenges; and",161,On the 50th Anniversary of Guidestone Finanical Resources
"WHEREAS, The founding of this ministry would not be possible without the generous gifts of the Sunday School Board and of both John D. Rockefeller Sr. and John D. Rockefeller Jr.; and",162,On the 50th Anniversary of Guidestone Finanical Resources
"WHEREAS, Hundreds of thousands of pastors, missionaries, professors, church workers, hospital employees, and other ministry employees are able to prepare for their latter years’ ministry opportunities during their most fruitful years; and",163,On the 50th Anniversary of Guidestone Finanical Resources
"WHEREAS, GuideStone continues to provide financial support of retired pastors, ministers, church and ministry workers, and their widows in financial need in their declining years through Mission:Dignity; and",164,On the 50th Anniversary of Guidestone Finanical Resources
"WHEREAS, For one hundred years the employees and trustees of GuideStone have served the people of the Southern Baptist Convention with integrity and excellence; now, therefore, be it",165,On the 50th Anniversary of Guidestone Finanical Resources
"RESOLVED, That the messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, give thanks to the Lord for birthing the ministry today known as GuideStone Financial Resources in the heart of William Lunsford; and be it further",166,On the 50th Anniversary of Guidestone Finanical Resources
"RESOLVED, That we honor the men and women who have over the past century lived out the vision to create a board dedicated to the needs of the minister of the gospel; and be it further",167,On the 50th Anniversary of Guidestone Finanical Resources
"RESOLVED, That we give thanks to the Rockefeller family for its generosity in providing the financial backing at the start of the ministry; and be it further",168,On the 50th Anniversary of Guidestone Finanical Resources
"RESOLVED, That we give thanks to the Baptist Sunday School Board, now LifeWay Christian Resources of the Southern Baptist Convention, for its initial gift providing the underpinning for the launch of GuideStone; and be it further",169,On the 50th Anniversary of Guidestone Finanical Resources
"RESOLVED, That we give thanks to the hundreds of churches, Sunday school classes, families, and individuals who give through Mission:Dignity to aid retired pastors, ministers, church and ministry workers, and their widows; and be it further",170,On the 50th Anniversary of Guidestone Finanical Resources
"RESOLVED, That we give thanks to the Lord for His blessings and favor bestowed on the ministry for these last one hundred years; and be it further",171,On the 50th Anniversary of Guidestone Finanical Resources
"RESOLVED, That GuideStone will continue to serve pastors and other church and ministry workers with the integrity of our hearts and the skillfulness of our hands (Psalm 78:72); and be it finally",172,On the 50th Anniversary of Guidestone Finanical Resources
"RESOLVED, That we solicit the prayers of Southern Baptists for their continued faithfulness as GuideStone seeks to honor the Lord by being a lifelong partner with its participants in enhancing their financial security as GuideStone enters its second century of service. ",173,On the 50th Anniversary of Guidestone Finanical Resources
"WHEREAS, 2017 marked the 100th anniversary of the decision of the Southern Baptist Convention to establish the Baptist Bible Institute in New Orleans; and",174,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"WHEREAS, 2018 marks the 100th anniversary of the first classes offered by the Baptist Bible Institute in New Orleans; and",175,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"WHEREAS, The New Orleans Baptist Theological Seminary was established one hundred years ago as the first educational institution created as a direct act of the Southern Baptist Convention, initially as the Baptist Bible Institute with a focus on training students for ministry and establishing the Baptist cause at the gateway to Central America; and",176,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"WHEREAS, In 1946 the Southern Baptist Convention renamed the institution New Orleans Baptist Theological Seminary and reaffirmed the commitment to missions and evangelism training; and",177,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"WHEREAS, Many thousands of graduates of New Orleans Baptist Theological Seminary have labored faithfully to take the gospel to the ends of the earth; and",178,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"WHEREAS, Many hundreds of faculty, staff, and students have remained committed to the core values of Doctrinal Integrity, Spiritual Vitality, Mission Focus, Characteristic Excellence, and Servant Leadership; and",179,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"WHEREAS, New Orleans Baptist Theological Seminary has worked to provide theological education to any God-called man or woman throughout the world, including maximum security prisons; and",180,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"WHEREAS, This “School of Providence and Prayer” has been sustained, nurtured, and safeguarded by the cooperative efforts of Southern Baptists; now, therefore, be it",181,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"RESOLVED, That the messengers of the Southern Baptist Convention, meeting in Dallas, Texas, June 12–13, 2018. give thanks to God for the establishment of New Orleans Baptist Theological Seminary in 1917; and be it further",182,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"RESOLVED, That we express gratitude for the legacy of New Orleans Baptist Theological Seminary in the preservation and propagation of the good news that Jesus is “the Lamb of God, who takes away the sin of the world” (John 1:29); and be it further",183,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"RESOLVED, That we affirm the commitment of New Orleans Baptist Theological Seminary in pursuit of the Great Commission in New Orleans and beyond; and be it finally",184,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"RESOLVED, That we covet the prayers of Southern Baptists for New Orleans Baptist Theological Seminary’s continued faithfulness to the mission of providing theological education to any man or woman answering God’s call. ",185,On Centennial Anniversary of New Orleans Baptist Theological Seminary
"WHEREAS, The life and ministry of Billy Graham is a testament of God’s promise to His church to raise up evangelists for the sake of proclaiming the gospel of Jesus Christ to every tribe, people, and language (Ephesians 4:11; Revelation 7:9); and",186,On Commemorating the Life and Ministry of Billy Graham
"WHEREAS, In his lifetime, Billy Graham traveled to 185 countries proclaiming the gospel to an estimated 215 million people; and",187,On Commemorating the Life and Ministry of Billy Graham
"WHEREAS, Billy Graham’s relationship to the Southern Baptist Convention was one of affection, cooperation, and church membership; and",188,On Commemorating the Life and Ministry of Billy Graham
"WHEREAS, Billy Graham, often called “America’s Pastor,” exuded a Christlike witness in American culture that spanned seven decades and ministered to countless governmental and world leaders; and",189,On Commemorating the Life and Ministry of Billy Graham
"WHEREAS, Billy Graham’s life modeled integrity, modesty, lifelong fidelity to one’s spouse, and humility despite worldwide acclaim; now, therefore, be it",190,On Commemorating the Life and Ministry of Billy Graham
"RESOLVED, That the messengers to the Southern Baptist Convention meeting in Dallas, Texas, June 12–13, 2018, grieve the passing of Billy Graham on February 21, 2018, while also celebrating, honoring, and commemorating his life and ministry as a beloved Southern Baptist who traveled the world sharing the good news of Jesus Christ; and be it finally",191,On Commemorating the Life and Ministry of Billy Graham
"RESOLVED, That we desire to celebrate Billy Graham’s legacy by committing ourselves to sharing the gospel, living lives of personal holiness, and finding joy through an eternal peace with God accomplished by the life, death, and resurrection of Jesus Christ.",192,On Commemorating the Life and Ministry of Billy Graham
"WHEREAS, Southern Baptists have long been on record in affirming the authority, integrity, sufficiency, and inerrancy of the sixty-six canonical books of the Old and New Testaments of the Bible; and",194,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"WHEREAS, There is a growing climate in some sectors of evangelical life to deny the historicity, authority, and inerrancy of certain portions of Scripture; and",195,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"WHEREAS, The Bible reveals the character and nature of our triune God as the one and only covenant-making, covenant-keeping, and saving God in whose presence no other god is able to stand; and",196,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"WHEREAS, Living in an increasingly pluralistic society places constant pressure on Bible-believing followers of Christ to affirm that all gods are the same and all religions lead to the same God; and",197,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
"WHEREAS, The Bible teaches that every man, woman, and child is a special creation of God, created “in his own image” (Genesis 1:26–27) and indicates, therefore, that “every person of every race possesses full dignity and is worthy of respect and Christian love” (The Baptist Faith and Message, Article III); and",198,On Affirmation of Foundational and Compassionate Commitments in Several Submitted Resolutions
