text,year
"WHEREAS, The Bible teaches that government is ordained by God, and	WHEREAS, The foundations of the American political system are reliance upon law, respect for freedom, and dedication to justice, and	WHEREAS, In the present American political arena personnel in the highest echelons of the various branches of our national government have recently been charged with abuses of power and irresponsible acts of lawlessness, and	WHEREAS, Christians in such an hour as this must speak and act forthrightly.	Therefore, be it RESOLVED, That we affirm our commitment to the American constitutional principle of government with justice and integrity and to the biblical principle that ""righteousness exalteth a nation but sin is a reproach to any people,"" and	Be it further RESOLVED, That we do not become a part of any growing pessimism regarding the American political process but persist in the hope that Christian citizens will demand integrity of all politicians who serve them, and	Be it further RESOLVED, That we commend and support governmental leaders who fulfill their responsibilities in a moral posture while we call for the just prosecution of persons from any political party who are found guilty of maligning justice, and	Be it further RESOLVED, That we call upon all Christians to involve themselves more actively in the American political process to the end that God may be glorified and that the nation may be strengthened as a guarantor of liberty and justice for all.",1973
"WHEREAS, We are seeing an accelerated secularization of Sunday in America, we reaffirm our belief that, for Christians, Sunday should be the Lord's Day, a day for worship, spiritual renewal, and family life, and	WHEREAS, Many deacons, choir members, Sunday School teachers, and others of our people, including our youth, are facing, or may soon face, the need for choosing between their Sunday worship and Sunday work, we reaffirm our belief in each individual's right to a time for worship according to the dictates of his conscience, and	WHEREAS, As Christians, we celebrate our Lord's resurrection on this Day, and	WHEREAS, Sunday as a day of rest has made a unique contribution to our nation's strength and life.	Therefore, Be it RESOLVED, That we humbly petition the governing bodies of states and municipalities to take primary responsibility for preserving the unique character of Sunday as a day for rest and human welfare, and	Be it further RESOLVED, That we urge all pastors, teachers, and leaders to provide instruction as to the true significance of this day, in its spiritual values, in its proper use, and in the abiding obligations we have under God's moral law, and	Be it therefore further RESOLVED, That we instruct all agencies, boards, and committees to make due efforts to protect Sundays from scheduled activities and employ on Sunday only those personnel needed to carry on only absolutely necessary activities.",1973
"Recognizing the invaluable function of the press to report and interpret to the 12 million Southern Baptists and to the public-at-large that which transpires within the walls of this Convention auditorium, we are deeply grateful to the men and women of the Baptist state papers; the Baptist Press, the denomination's new service; other religious publications; daily newspapers; wire services; and radio and television stations and networks.  Their ministry of information and interpretation is of great importance to their vast audiences, as well as to Southern Baptists.	Therefore, be it RESOLVED, That the Convention express its gratitude to the 150 and more news media people covering this Convention, and that it include them and their ministry in their prayers.",1973
"WHEREAS, We have witnessed the recent safe return of many of our prisoners of war and servicemen from Vietnam and Southeast Asia with deep gratitude to God, and	WHEREAS, We join our fellow Americans in paying justifiable tribute to the thousands of Americans who have sacrificed their lives in service of their country, and	WHEREAS, We are grieved at the continuing conflict and suffering there.	Therefore, be it RESOLVED, That we urge Southern Baptists to continue to pray for lasting peace in Southeast Asia,	Be it further RESOLVED, That we commend President Nixon for his efforts in bringing honorable peace to Vietnam and his continued efforts to insure peace in Southeast Asia, and	Be it further RESOLVED, That we inform the President of our prayers for him during these crucial days of his administration.",1973
"WHEREAS, The Scriptures bear record to the distinctive roles of men and women in the church and in the home, and	WHEREAS, Christian women have made and are making a significant contribution to the cause of Christ, and	WHEREAS, Christian women have been made exhorted to redig the old wells of mission promotion and education in our churches by Kenneth Chafin, and	WHEREAS, There is a great attack by the members of most women's liberation movements upon scriptural precepts of woman's place in society, and	WHEREAS, The theme of the Convention is ""Share the Word Now"" and this Word we share is explicitly clear on this subject.	Therefore, be it RESOLVED, That we ""redig"" or reaffirm God's order of authority for his church and the Christian home:  (1) Christ the head of every man; (2) man the head of the woman; (3) children in subjection to their parents--in the Lord.	Therefore, be it further RESOLVED, That we ""redig"" or reaffirm God's explicit Word that (1) man was not made for the woman, but the woman for the man; (2) that the woman is the glory of man; (3) that as woman would not have existed without man, henceforth, neither would man have existed without the woman, they are dependent one upon the other--to the glory of God.",1973
"	WHEREAS, Southern Baptists have historically held a high view of the sanctity of human life, and	WHEREAS, The messengers to the Southern Baptist Convention meeting in St. Louis in 1971 adopted overwhelmingly a resolution on abortion, and	WHEREAS, That resolution reflected a middle ground between the extreme of abortion on demand and the opposite extreme of all abortion as murder, and	WHEREAS, That resolution dealt responsibly from a Christian perspective with complexities of abortion problems in contemporary society;	Therefore, be it RESOLVED, that we reaffirm the resolution on the subject adopted by the messengers to the St. Louis Southern Baptist Convention meeting in 1971, and	Be it further RESOLVED, that we continue to seek God's guidance through prayer and study in order to bring about solutions to continuing abortion problems in our society.",1974
"	WHEREAS, The harmful effects of the drug, alcohol, on the body are well known (see HEW's Alcohol and Health, December 1971), and	WHEREAS, The abuse of alcohol has become what many consider the number one drug problem in the United States, and	WHEREAS, A large percentage of serious accidents on our nation's highways is caused by drivers under the influence of alcoholic beverages, and	WHEREAS, The consumption of alcoholic beverages continues to rise;	Therefore, be it RESOLVED, that we urge our elected representatives in Congress to initiate and support legislation to ban the advertising of all alcoholic beverages on television, to require the labeling of all alcoholic beverages as being potentially hazardous to the health and safety of the users, and to require that such a warning be included in all advertising of alcoholic beverages, and	Be it further RESOLVED, that copies of this resolution be sent to all members of Congress.",1974
"	WHEREAS, Historically the Southern Baptist Convention has recognized, first, the urgent need for the printed Word of God at home and throughout the world; and second, the dependence of the advance of the gospel on wider distribution of Bibles, Testaments, portions (individual books of the Bible), and Scripture selections, and	WHEREAS, The American Bible Society, as an agency for the churches in the United States, renders an essential worldwide service in the translation and publication of the Scriptures without doctrinal note or comment, and in distribution without profit at prices people can afford, and often free where needed, and 	WHEREAS, The American Bible Society is working as one of the 56 members of the United Bible Societies to further the multi-language, multi-nation program, Good News for New Readers--designed to combine literacy aid with gospel learning--and whereas, this new program will provide Scripture literacy selections in 200 languages in a form that millions of the world's new literates can read for themselves, for the first time, and	WHEREAS, The American Bible Society provides its service of Scripture translation, publication, and distribution for our churches with greater efficiency, and	WHEREAS, The American Bible Society offers the Scriptures without charge to chaplains for distribution to armed forces personnel and to patients in veteran's hospitals, and	WHEREAS, The American Bible Society provides the Scriptures to the blind, free of charge where needed:  in Braille, on records, tapes, and cassettes, and	WHEREAS, The American Bible Society produces special Scripture editions designed for use by the Southern Baptist Convention, the state conventions, and their churches for Bible study and evangelism, and	WHEREAS, The Convention recognizes its close and continuing relationship with the American Bible Society in the common purpose of distribution of the Scriptures; 	THEREFORE, BE IT RESOLVED, That the messengers of this Convention earnestly encourage our churches to make appropriate contributions to the American Bible Society and support it faithfully with their prayers, in order to promote and expand the urgent task of Scripture distribution and the missionary advance to which Southern Baptists are committed at home and abroad, and	BE IT FURTHER RESOLVED, That we encourage our churches to provide additional support for the Good News for New Readers program of the American Bible Society at levels over and above their contributions in previous years, and	BE IT FURTHER RESOLVED, That we encourage our churches, associations, and state conventions to further the Bible cause through their own programs emphasizing a wider reading and sharing of God's Word, and making use of the services of the American Bible Society, and	BE IT FINALLY RESOLVED, That we pray unceasingly that our Lord's Great Commission be fulfilled that the message of the gospel may be known and accepted by all peoples of the earth.",1974
"	The Baptists of Dallas have been most cooperative and helpful in assisting the officials and messengers of the Convention in the arrangements for its annual meeting.  The facilities provided in the Convention Center have been adequate and comfortable.  We extend our special thanks to the local committee whose untiring work has helped the sessions to run smoothly and efficiently.  The members of this committee are:  General Chairman, Carl Duck; Registration, Irby Cox; Ushers, J. W. Caldwell; Information, Alvin Hiltbruner; Publicity, Gene Greer; Transportation, George Heath; Nursery, W. Dean Willis; Post Office, W. L. Colquitt; Decorations, Mrs. Charles M. Ellis; and First Aid, Taylor Pickett.",1974
"WHEREAS, God, who is the author of the universe, views his creation as being very good, and	WHEREAS, The Scriptures confront us with our responsibility to God as stewards, and	WHEREAS, We have recently been made more conscious of our selfish and nearsighted use of our resources;	THEREFORE, BE IT RESOLVED, That we ask the forgiveness of God and our fellow men for the selfish use of God's creation, and	BE IT FURTHER RESOLVED, That we assume our individual and corporate responsibilities as faithful stewards by establishing personal, family, business, civic, and church priorities in the conservation of our resources, and	BE IT FURTHER RESOLVED, That we urge Congress and concerned governmental agencies to take aggressive action to conserve our diminishing resources, and	BE IT FURTHER RESOLVED, That the Christian Life Commission and other appropriate agencies of the Southern Baptist Convention be encouraged to publicize this position and to educate our churches in the Christian stewardship of God's earth.",1974
"WHEREAS, On June 10, 1974, the United States Supreme Court affirmed the supremacy of state constitutions and school laws in respect to educational services under the Federal Elementary and Secondary Education Act of 1965 (Title I), and	WHEREAS, There is a campaign to make taxpayers responsible for providing parochial and private elementary and secondary school students with educational services available to public school students, with emphasis on an equal-basis distribution, and	WHEREAS, The use of tax funds to finance educational services in church-related schools inures to the benefit of these schools and their total purpose and thus seemingly violates the First Amendment, and	WHEREAS, There is a potential of continuing political controversy between religious groups and also between public and nonpublic schools in any equal-basis philosophy which makes the public treasury responsible for educational services in public, parochial, and private schools or their students, and	WHEREAS, There is a potential of enduring administrative entanglement between agents of church and state in any law which requires public and nonpublic schoolmen to work together in devising and providing educational programs;	BE IT THEREFORE RESOLVED, That we, messengers to the Southern Baptist Convention in annual meeting on June 13, 1974, oppose any Federal aid-to-education program which attempts to bypass state constitutions and school laws in educational matters and express concern over continuing pressures to make taxpayers equally responsible for educational services in public and nonpublic schools or to their students; and urge church members to resist legislative proposal which would erode First Amendment principles; and	BE IT FURTHER RESOLVED, That we request the Baptist Joint Committee on Public Affairs to continue its work in representing this position in respect to Federal legislation and further that we encourage similar agencies of various state conventions to act in a similar manner in dealing with state legislation related to nonpublic schools.",1974
"WHEREAS, A growing number of churches and persons from ethnic groups are joining our Southern Baptist family and are making meaningful contributions to many local churches, associations, and state conventions,	BE IT THEREFORE RESOLVED, That we encourage the Convention's Committee on Committees and Committee on Boards, in their nominations, to give such minority groups a fair representation on the boards and commissions of our Convention.",1974
"WHEREAS, The Constitution of the United States recognizes the independence of the churches and our government has maintained a policy of tax exemption for charitable institutions, including churches, and	WHEREAS, Public policy has been friendly to private educational, charitable, eleemosynary, and religious institutions by encouraging their work by allowing tax deductions for contributions to such institutions, and	WHEREAS, Movements for reexamination of tax policy sometimes become so comprehensive that proposals are made which if followed through, would result in undue hardships on these private agencies;	Therefore, be it RESOLVED, That the Southern Baptist Convention in annual session in Dallas, Texas, June 13, 1974, reaffirm its support of current tax policy of deductions for contributions to private educational, charitable, eleemosynary, and religious institutions, and	Be it further RESOLVED, That we commend the Baptist Joint Committee on Public Affairs for its efforts in the past for informing the denomination on developments in this area, and	Be it further RESOLVED, That we request the Baptist Joint Committee on Public Affairs to continue its efforts in behalf of a tax policy that recognizes the principles of equity, fairness, and religious freedom for the churches and their agencies.	RESOLUTION ON FEDERAL AID TO EDUCATION AND NONPUBLIC SCHOOL AID	WHEREAS, On June 10, 1974, the United States Supreme Court affirmed the supremacy of state constitutions and school laws in respect to educational services under the Federal Elementary and Secondary Education Act of 1965 (Title I), and	WHEREAS, There is a campaign to make taxpayers responsible for providing parochial and private elementary and secondary school students with educational services available to public school students, with emphasis on an equal-basis distribution, and	WHEREAS, The use of tax funds to finance educational services in church-related schools inures to the benefit of these schools and their total purpose and thus seemingly violates the First Amendment, and	WHEREAS, There is a potential of continuing political controversy between religious groups and also between public and nonpublic schools in any equal-basis philosophy which makes the public treasury responsible for educational services in public, parochial, and private schools or their students, and	WHEREAS, There is a potential of enduring administrative entanglement between agents of church and state in any law which requires public and nonpublic schoolmen to work together in devising and providing educational programs;	Be it therefore RESOLVED, That we, messengers to the Southern Baptist Convention in annual meeting on June 13, 1974, oppose any Federal aid-to-education program which attempts to bypass state constitutions and school laws in educational matters and express concern over continuing pressures to make taxpayers equally responsible for educational services in public and nonpublic schools or to their students; and urge church members to resist legislative proposals which would erode First Amendment principles; and	Be it further RESOLVED, That we request the Baptist Joint Committee on Public Affairs to continue its work in representing this position in respect to Federal legislation and further that we encourage similar agencies of various state conventions to act in a similar manner in dealing with state legislation related to nonpublic schools.",1974
"We are indebted to the members of the large press delegation who are providing news coverage for this 1974 session of the Southern Baptist Convention.	Approximately 200 news media personnel are carrying the story of this event throughout the United States.	WHEREAS, These men and women are working diligently to share with their vast audiences the newsworthy developments here, and	WHEREAS, The Baptist state papers, other religious publications, some of the great newspapers of this country, the wire services and several hundred radio and television stations are involved in this effort,	Be it therefore RESOLVED, That we express our gratitude for this great company of people from the Dallas-Fort Worth area and throughout the United States, people who are such a vital part of a ministry of information and interpretation.",1974
"Dallas, 1974, will be remembered as the first meeting of the Southern Baptist Convention extensively utilizing electronic equipment.  Five television cameras and other equipment coordinated by TimeRite, Inc. provided the huge 24 x 36 foot pictures.	The Convention is grateful to the Executive Committee and the Committee on Order of Business whose leadership and planning made it possible, and to TAFT Broadcasting Company for furnishing the television equipment.  The Convention is also grateful to the Radio and Television Commission for the equipment and the operating personnel who recorded the whole Convention proceedings on tape, and to the First Baptist Church, Dallas, for additional equipment.",1974
"WHEREAS, The birth rate in the United States has experienced some decline in recent years, and	WHEREAS, In spite of the decrease in the birth rate in this country, the population explosion continues on a worldwide basis, and	WHEREAS, Christian people must be concerned about the human suffering that results from overpopulation;	Therefore, be it RESOLVED, That this Convention call upon the Christian Life Commission to produce materials which present relevant information on the issue of population growth and that the Commission continue to engage in studying the consequences of current demographic trends on family life and family structures.",1974
"WHEREAS, For the first time in many years this nation is not involved in an overseas armed conflict, and	WHEREAS, This nation is taking positive leadership in establishing peace in the world's trouble spots, and	WHEREAS, As followers of the Prince of Peace we are committed to seeking peace in this day;	Therefore be it RESOLVED, That we are grateful to God for this period of peace in our history and pledge ourselves to work for continued peace.	Be it further RESOLVED, That we commend our nation's leaders for their efforts to achieve and maintain peace in our world's trouble spots, and	Be it further RESOLVED, That we reaffirm our Baptist belief that each individual believer is a priest who is free to determine and follow the will of God for his life, and is urged to follow the principles and teachings of Jesus Christ, the Prince of Peace, for the realization of peace in the inner life as well as in national and international life.",1974
"WHEREAS, There are still many Christians, in several nations, who are being persecuted because they are believers in Jesus Christ, and	WHEREAS, The Apostle Paul wrote in Galations 6:2, ""Bear ye one another's burdens and thus fulfill the law of Christ;""	Therefore, it is RESOLVED, That we call on Southern Baptists to pray individually and collectively for all Christians who are experiencing such cruel conditions with a special call to prayer on Baptist World Alliance Sunday in February.",1974
"WHEREAS, The Southern Baptist Convention has long been a strong missions force among world Christians; and	WHEREAS, Its strength in missions giving and planning are inseparably linked with the Cooperative Program; and	WHEREAS, Woman's Missionary Union, Auxiliary to the Southern Baptist Convention, seeks to undergird the Southern Baptist Convention in its missions tasks and to give unreserved support to the Cooperative Program as the lifeline of Southern Baptist missions work; and	WHEREAS, Woman's Missionary Union is in the midst of a year of concentration on its task of mission support; and	WHEREAS, The Cooperative Program will mark fifty years of effective service in 1975;	Therefore be it RESOLVED, That Woman's Missionary Union express to the Southern Baptist Convention, meeting in annual session June 11-13, 1974, its appreciation for the Cooperative Program and its continued support of the Cooperative Program; and	Be it further RESOLVED, That Woman's Missionary Union (1) proclaim June 8-9, 1975, a special time of recognition of the Cooperative Program; (2) make the Cooperative Program a focal point of its Annual Meeting for 1975; and	Be it further RESOLVED, That Woman's Missionary Union encourage its members to participate in the National Cooperative Program Creative Arts Contests to be held during the Woman's Missionary Union Conferences, Glorieta July 20-26, 1974, and Ridgecrest August 3-9, 1974, and	Be it further RESOLVED, That Woman's Missionary Union urge local Woman's Missionary Unions (1) to work in their churches to educate all members concerning the Cooperative Program and its role in mission support; (2) to encourage their churches to increase Cooperative Program giving by 1 percent of their total church budgets in the 1974-75 church year, in keeping with the Southern Baptist Convention's Operation One plan.",1974
"	WHEREAS, Drinking alcoholic beverages continues to be the number one drug problem in America, bringing misery to millions; and	WHEREAS, An increasing number of teenagers are following the example of adults in turning to alcohol to seek thrills and escape reality; and	WHEREAS, The American culture is thoroughly saturated with a take-a-drink mentality; and	WHEREAS, The use of the drug alcohol as a chemical crutch is harmful and unnecessary in light of the spiritual resources available to all people through Jesus Christ;	Therefore, be it RESOLVED, that we call on the United States government agencies to work to protect the health and safety of Americans young and old by launching a vigorous campaign against alcohol abuse, and	Be it further RESOLVED, that we will urge others to join us in working to eliminate the advertising of alcoholic beverages on radio and television, and	Be it further RESOLVED, that we call on our churches to teach vigorously the danger of the drug alcohol in order to create a climate which will lead people to reject the use of all alcoholic beverages.	Finally, be it RESOLVED, that we call on every Christian to minister to those persons and families who have fallen victim of alcohol abuse.",1975
"	WHEREAS, The Southern Baptist Convention in 1975 recognizes the printed Word of God in the language of the people as being fundamental to missionary work at home and around the world; and that the advance of the gospel is dependent upon a wider availability of Bibles, New Testaments, portions, and Scripture selections, and	WHEREAS, The American Bible Society provides an essential worldwide service for the church through the translation, publication, and distribution of the Scriptures without doctrinal note or comment at prices people can afford, or free where needed, and	WHEREAS, The Society performs many special services for Southern Baptists through the production of special Scripture editions designed for use by the churches and agencies of the Southern Baptist Convention, and	WHEREAS, The Society offers Scriptures without charge to chaplains for distribution to the men and women of the Armed Forces and to patients in Veterans Hospitals, and	WHEREAS, The Society furnishes Scripture for the blind, free of charge where needed:  in Braille and in sound, and	WHEREAS, The American Bible Society, working with the members of the United Bible Societies, is expanding the Good News for New Readers program, having already prepared Scripture Literacy Selections at two or more reading levels in 100 languages, and whereas this worldwide program is helping millions of new readers around the world to read the Word of God for themselves for the first time.	THEREFORE, BE IT RESOLVED, That we give thanks to God for the unique services rendered by the American Bible Society.	BE IT FURTHER RESOLVED, That we encourage our churches to support the work of the American Bible Society liberally in order that the urgent task of Scripture distribution and our own worldwide missions program may be continued and expanded, and	BE IT FURTHER RESOLVED, That we urge our churches to give additional support for the advance of the Good News for New Readers program of the American Bible Society over and above their contributions in previous years, and	BE IT FINALLY RESOLVED, That the messengers of this Convention encourage all state conventions, associations, and churches to emphasize the need for a wider reading and sharing of the gospel both in our own land and throughout the world.",1975
"	WHEREAS, The Southern Baptist Convention has met in Miami Beach several times in recent years, and	WHEREAS, We have always found adequate facilities, exceptional hospitality, with satisfactory arrangements for the messengers, and	WHEREAS, The Baptists of Florida and the greater Miami area have put forth great effort in preparation for the Convention;	THEREFORE, BE IT RESOLVED, That the messengers of the Southern Baptist Convention, in session this 12th day of June, 1975, express the sincere thanks and profound appreciation to H. Floyd Folsom, chairman of local arrangements; his committee, and all other persons of the Miami area who have had a part in making our stay pleasant.	BE IT FURTHER RESOLVED, that we express our profound gratitude to the hotel and motel operators of the City of Miami, Miami Beach, and surrounding territory; to the city officials, the Police Department, and bus and taxi operators; to the news media which have given time and space to reporting the work of our Convention; and to all others who have helped to make the Convention possible.",1975
"	WHEREAS, There is before the Federal Communications Commission a formal petition asking that the FCC issue an administrative ruling to prohibit the assignment of any additional educational television or FM radio license to any individual or group which would air only religious or quasi-religious programs (RM2493);	WHEREAS, The right to propagate religious views is implicit in the Free Exercise and Free Speech Clauses of the First Amendment; and	WHEREAS, The present policy of the FCC upholds the rights of individuals and groups to engage in religious broadcasting;	BE IT THEREFORE RESOLVED, That the Southern Baptist Convention meeting in annual session on June 12, 1975, supports the existing policy of the Federal Communications Commission in protecting the rights of religious groups and representatives to engage in religious broadcasting and urges the Commission to continue this policy; and	BE IT FURTHER RESOLVED, That the Convention requests the Baptist Joint Committee on Public Affairs to continue its vigilant work in behalf of religious freedom and to communicate the Convention's position on this subject to all public officials and others whom it may concern.",1975
"WHEREAS, The Bible teaches that faithful disciples of Christ will be responsible citizens of the State, and	WHEREAS, The United States is presently in an era devoted to celebrating the two hundredth anniversary of its birth and remembering the spirit of patriotic citizen action which made this possible, and	WHEREAS, The task of nation building is not complete and the cause of freedom ever in need of support, and	WHEREAS, Christian citizens have unique contributions to make in the political arena,	THEREFORE, BE IT RESOLVED, That this Convention express thanks to God for those persons who have contributed to the establishment of free government, 	BE IT FURTHER RESOLVED, That we combat any public pessimism regarding the political process with Christian encouragement of creative participation in it, and	BE IT FURTHER RESOLVED, That we offer intercessory prayer for those who occupy seats of governmental authority to the end that they may realize ""righteousness exalts a nation,"" and	BE IT FURTHER RESOLVED, That we complement our prayers for the nation with a commitment to be more actively involved at every level of the nation's system of government, and	BE IT FURTHER RESOLVED, That we encourage persons of Christian conviction to make their views known to decision makers, accept political responsibilities, and run for public office, and	BE IT FURTHER RESOLVED, That our total citizenship be worthy of the gospel of Christ, beneficial to the republic, and honorable to Almighty God.",1975
"Mr. Owen Cooper is the 38th president of the Convention, and we are pleased to note that he has performed the duties of high office with creative energy and pleasing dignity.  During his two years in office he has spoken in all fifty states and many foreign countries.  On most of these trips, Mrs. Cooper has accompanied him as a gracious and charming representative of the highest and best in Southern Baptist womanhood.  The Convention is deeply grateful.	The Convention is grateful, too, for the effective and dedicated services of James G. Harris (Texas), first vice-president, Clifton W. Brannon (Texas), second vice-president, Clifton J. Allen (North Carolina), recording secretary, W. Fred Kendall (Tennessee), registration secretary, and Porter Routh (Tennessee), treasurer.	The Convention officers carry the burden of leadership for the Convention and need our prayers and encouragement.",1975
"John H. Williams, the assistant treasurer and director of financial planning for the Southern Baptist Convention's Executive Committee has served as Convention manager for 15 years.  He has done the hard work of contacting convention bureaus, auditorium managers, hotel representatives, union stewards, and countless other people who have provided convention facilities.  He has managed the endless details involved in operating the Convention.  He has made thousands of friends and has created a most favorable impression for Southern Baptists.  We express our gratitude to Mr. Williams for his services and wish him and Mrs. Williams great happiness in their retirement.",1975
"James Monroe presented Resolution No. 12 and moved its adoption.  The time was extended ten minutes.  The resolution was adopted.	WHEREAS, More than 100,000 refugees from Vietnam are now in the various centers under the control of the United States Government, and	WHEREAS, Most of these people will be unable to return to their homeland in the foreseeable future and will be eligible for resettlement in our country;	THEREFORE, BE IT RESOLVED, That the messengers of this session of the Southern Baptist Convention express their concern for their fellow human beings, pray for them, and that the churches and families be encouraged to pray for them, and to aid in their resettlement throughout our country.",1975
"In response to the French resolution on the Holy Spirit, the Resolutions Committee recommends that the Convention reaffirm the adequacy of the statement in the Baptist Faith and Message, page 9 on ""God the Holy Spirit"" as follows:	The Holy Spirit is the Spirit of God.  He inspired holy men of old to write the Scriptures.  Through illumination He enables men to understand truth.  He exalts Christ.  He convicts of sin, of righteousness, and of judgment.  He calls men to the Saviour, and effects regeneration.  He cultivates Christian character, comforts believers, and bestows the spiritual gifts by which they service God through His church.  He seals the believer unto the day of final redemption.  His presence in the Christian is the assurance of God to bring the believer into the fullness of the stature of Christ.  He enlightens and empowers the believer and the church in worship, evangelism, and service.	Gen. 1:2; Judges 14:6; Job 26:13; Psalm 51:11; 139:7 ff.; Isa. 61:1-3; Joel 2:28-32; Matt. 1:18; 3:16; 4:1; 12:28-32; 28:19; Mark 1:10, 12; Luke 1:35; 4:1, 18-19; 11:13; 12:12; 24:49; John 4:24; 14:16-17; 26; 15:26; 16:7-14; Acts 1:8; 2:1-4, 38; 4:31; 5:3; 6:3; 7:55; 8:17, 39; 10:44; 13:2; 15:28; 16:6; 19:1-6; Rom. 8:9-11, 14-16, 26-27; 1 Cor. 2:10-14; 3:16; 12:3-11; Gal. 4:6; Eph. 1:13-14; 4:30; 5:18; 1 Thess. 5:19; 1 Tim. 3:16; 4:1; 2 Tim. 1:14; 3:16; Heb. 9:8, 14; 2 Peter 1:21; 1 John 4:13; 5:6-7; Rev. 1-10; 22:17.",1975
"In response to the Cain resolution relating to the public school curriculum content, we recognize a need for vigilance in this regard and that all resources such as the Baptist Joint Committee on Public Affairs and the Christian Life Commission should be utilized.  Awareness on a local level is also commended.	The Convention requests the Christian Life Commission and the Public Affairs Committee to make a study of school textbooks, specifically the MACOS Exploring Human Nature course, and report back to the 1976 Convention on what we as Southern Baptists might do.",1975
"WHEREAS, The family has been ordained by God as a means of bringing order to human society, continuing the race, and providing enriched fellowship and emotional nurture for all people; and	WHEREAS, The New Testament plainly teaches the beauty and value of a love-filled monogamy; and	WHEREAS, Many people are desperately searching for a restoration of happiness and fulfillment in their family relationships; and	WHEREAS, The family models presented in the mass media are too often unhealthy and too seldom in keeping with God's intentions for family life; and	WHEREAS, Many people turn to divorce as an early solution to problems that could and should be solved in other ways;	Therefore be it RESOLVED, That we affirm our conviction that the restoration of happy and biblical family relationships is one of the most critical moral imperatives of our time, and	Be it further RESOLVED, That we urge the appropriate agencies of the Southern Baptist Convention to give top priority to providing resources for Christian family living, and	Be it further RESOLVED, That we seek to practice, and encourage others to practice, biblical family relationships which reflect Christ's love, and	Be it further RESOLVED, That we urge churches not only to proclaim that monogamy is Christ's teaching for marriage but also to provide compassionate help for couples who fact marital problems.",1975
"WHEREAS, The problem of hunger is one of the most serious social issues of our time, affecting millions of adults and children all over the globe; and	WHEREALS, America has been blessed with an abundance of food and the technological knowledge related to food production; and	WHEREAS, By words and deeds Jesus taught the necessity for helping to feed hungry people; and	WHEREAS, The president of our Convention has urged our churches to have a day of prayer and fasting for the starving people of the world,	Therefore be it RESOLVED, That we the messengers of the Southern Baptist Convention, gathered in Miami Beach, call on all Americans blessed with abundance to develop a lifestyle of sharing, and	Be it further RESOLVED, That we urge government and private agencies to seek ways to share agricultural technology with countries which need this help, and	Be it further RESOLVED, That we work to replace any tendency toward hoarding with an ethic or sharing from our abundance of food, material blessings, and	Be it further RESOLVED, That we as Southern Baptists seek to use our resources to bring relief to people who suffer from hunger and to develop a Christian social ethic which will provide guidelines for dealing with hunger problems, and	Be it further RESOVLED, That in order to implement these efforts to relieving world hunger, that we request our churches to set aside a day of prayer and fasting each month.",1975
"WHEREAS, The occasion of America's Bicentennial is a time for affirming our nation's history and spiritual heritage; and	WHEREAS, FREEDOM '76, a meeting of students and young adults, will be held in San Antonio, Texas, December 28, 1975 to January 1, 1976; and	WHEREAS, The purpose of FREEDOM '76 is to present innovative Christian approaches to citizenship, vocation, the home, and the church's mission; and	WHEREAS, FREEDOM '76 will be sponsored by more than a dozen agencies of the Southern Baptist Convention;	Therefore, be it RESOLVED, That we, the messengers to the Southern Baptist Convention meeting in Miami Beach, Florida in June, 1975, express our support for FREEDOM '76 as an affirmation of our Baptist heritage and a commitment to Baptist principles in the future of the nation; and	Be it further RESOLVED, That we call on the churches of the Southern Baptist Convention to encourage college students and young adults to participate in FREEDOM '76.",1975
"WHEREAS, With continued political development in our world we see many Christians no longer able to function in freedom to bear witness of their faith openly, and	WHEREAS, In spite of these conditions our Christian brothers will still seek the leadership of Christ Jesus, and	WHEREAS, In many countries our missionaries had to leave behind much of their labor for the kingdom of God;	Therefore, be it RESOLVED, That we as Southern Baptists and fellow Christians renew our commitment to pray and fast for these persecuted Christians, and express our concern and support of our missionaries who had to leave their field of work, and, we will give greater diligence and service of preserving our liberty as Americans and will let Christ's freedom ring in these United States to the proclamation of the gospel of Jesus Christ to all people in the world,	Moreover, let us observe together a day of prayer in our churches on Baptist World Alliance Sunday.	RESOLUTION ON RELIGIOUS BROADCASTING AND RELIGIOUS FREEDOM	WHEREAS, There is before the Federal Communications Commission a formal petition asking that the FCC issue an administrative ruling to prohibit the assignment of any additional educational television or FM radio license to any individual or group which would air only religious or quasi-religious programs (RM2493);	WHEREAS, The right to propagate religious views is implicit in the Free Exercise and Free Speech Clauses of the First Amendment; and	WHEREAS, The present policy of the FCC upholds the rights of individuals and groups to engage in religious broadcasting and the adoption of petition RM 2493 would not adversely affect current religious broadcasting or programming on commercial radio or television;	Be it therefore RESOLVED, That the Southern Baptist Convention meeting in annual session on June 12, 1975, supports the existing policy of the Federal Communications Commission in protecting the rights of religious groups and representatives to engage in religious broadcasting and urges the Commission to continue this policy; and	Be it further RESOLVED, That the Convention requests the Baptist Joint Committee on Public Affairs to continue its vigilant work in behalf of religious freedom and to communicate the Convention's position on this subject to all public officials and others whom it may concern.",1975
