"","text","year"
"79","	RESOLVED, That the thanks of this body be tendered to our brethren and sisters, and citizens generally, of Raleigh, N.C., for the hospitality extended to the members of the Convention during its sessions; also to the various Christian denominations for the use of their houses of worship, and to the Messrs. Tucker for the use of their hall; also to the several railroad and steamboat companies who have passed the members at reduced fare; also to the hotels and boarding houses of the city, who have entertained the Delegates at reduced rates; and to the proprietors of the newspapers who have published our proceedings.	RESOLVED, That the thanks of the Convention be given to A. M. Lewis, Jr., and B.B. Lewis, who have acted at the efficient pages of this body, and also to the ushers of this Church, who have served us in other capacities.",1872
"80","RESOLVED, That we do gratefully remember this day our unspeakable indebtedness to the seed of Abraham, and devoutly recognize their peculiar claims upon the sympathies and prayers of all Gentile Christians, and we hereby record our earnest desire to partake in the glorious work of hastening the day when the superscription of the Cross shall be the confession of all Israel ""Jesus of Nazareth, the King of the Jews.""",1873
"81","	RESOLVED, That this Convention does hereby express its unfeigned pleasure in the manner in which its courteous President presided over its deliberations.	WHEREAS, The citizens of Jefferson, irrespective of denominational or church relationship, have opened their homes to this Convention with an enlarged hospitality, consonant with the spirit of this great and growing Commonwealth, and the churches have granted the use of their houses of worship--	RESOLVED, That this Convention record its appreciation of their kindness, and tender its earnest thanks for the hospitalities so generously given.	RESOLVED FURTHER, That the thanks of this Convention are hereby expressed to the Texas Railway Companies, for their unparalleled munificence in giving their roads to the Convention, free of expense, for excursions upon all their lines, over the State.  An act so thoughtful and generous, and indicative of so wise and liberal a policy in the railroad management of this vast Commonwealth, deserves from us this special mention, and our hearty gratitude.	RESOLVED, That we also return our acknowledgements to the railway companies which have granted delegates to this Convention the favor of reduced fare.	RESOLVED, That we thank the Jefferson Democrat for its many favors, and that we request the public press of this city to publish these resolutions.",1874
"82","RESOLVED, That all our State Conventions and General Associations are requested to cooperate with this Convention in promoting its plans and purposes.  They are also requested to send, annually, a copy of their proceedings to the Home Mission Board of this Convention, that it may report to this Board annually, the extent to which our other denominational bodies, in the different Southern States, are cooperating with this Convention, and endorsing its measures.",1874
"83","	RESOLVED, That this Convention appreciate the courtesy of the ladies of Charleston in extending to them an invitation to be present at the memorial exercises this afternoon, and return thanks for the courtesy.	RESOLVED, That our thanks are extended to the members and congregations of the Citadel Square and First Baptist Churches, and those citizens of Charleston, who have so hospitably entertained the members of the Convention during its session.  Also, to the hotels and boarding-houses, for entertaining delegates and visitors at reduced rates, and to the proprietors of the News and Courier for their full reports of the proceedings of the Convention.",1875
"84","WHEREAS, In the providence of God there seems now to be a special call on Southern Baptists to make effort for the conversion of the Jews; therefore,	RESOLVED, That the Home Mission Board be instructed to inquire into the expediency of appointing, and if found practicable, to send out a missionary to the Jews, as soon as a suitable man can be found.",1875
"85","	RESOLVED, That the thanks of this Convention are cordially extended to the members and congregations of the First and other Baptist churches and to those citizens of Richmond who have so hospitably entertained the members of the Convention during its session.  Also to the various railroad and steamboat companies which have given reduced rates of transportation to persons attending this meeting; and to the churches and press of Richmond for courtesies extended.",1876
"86","RESOLVED, That the increasing demand for Evangelical labor in the destitute parts of our country and in the Indian Territory, call for increased effort on the part of the Home Mission Board to supply the destitution; and upon the Churches and friends of Domestic and Indian Missions for more abundant means to enlarge the work of the Board.",1877
"87","	RESOLVED, That the thanks of this Convention be tendered to the citizens of Nashville and Edgefield, Tennessee, for their kind hospitality; to the various railroad companies for their kindness in giving reduced rates to those attending; to the various churches in the city for the use of their houses of worship, and to the press of this city for their very full and faithful reports of the proceedings of this Convention, and other courtesies.",1878
"88","The Committee to whom was referred the communication of the Savannah River Association recommending new efforts for the evangelization of the colored people at the South, propose the adoption of the following resolution on the subject:	RESOLVED, That our Southern Baptist ministry and churches be invited and urged to contribute, as far as lies in their power, to this important and vital interest.  Institutes for the instruction of the colored preachers, contributions to aid those who desire to study for the ministry, and personal effort in the colored Sunday schools are the most available measures now within our reach.  Contributions also made to the Home Mission Board will be wisely and promptly expended for the support of missionaries among the colored people.	The elaborate report already adopted in regard to the Duty of Southern Baptists to the Colored Race, renders it unnecessary that any further suggestions should now be made.",1878
"89","RESOLVED, That the Convention learns with great pleasure of the preparation by Rev. J. H. Cuthbert, D. D., of a memoir of RICHARD FULLER--clarum et venerabile nomen--who was once President of this Convention, and whose peerless eloquence and large-hearted, brotherly love so long brightened and warmed its sessions, and that we trust this memoir will have a wide circulation, and prove a great blessing to our ministry and membership.",1878
"90","	RESOLVED, That the thanks of the Convention are hereby tendered the citizens of Atlanta for their kind and generous hospitality, and to the several railroad and steamboat companies for reduced rates, and to the press for full and faithful reports, and to the various churches for the use of their houses of worship.	RESOLVED, That the thanks of the Convention are hereby returned to Col. W. J. Houston and Maj. W. G. Whidby, for favors to delegates to the Convention and visitors passing over the Air Line Railroads and its connections, and for like favors over other railroads.",1879
"91","	RESOLVED, That the thanks of this Convention are due and are hereby tendered to Rev. L. Burrows, pastor of this Church, and the Committee of Arrangements, for the very satisfactory manner in which they have arranged for the accommodation of this body; also the various hotels railroads and steamboat companies for reduced fare.	RESOLVED, That the thanks of the Convention are hereby tendered the citizens of Lexington and vicinity for their kind and generous hospitality; to the several railroad and steamboat companies for reduced rates of fare; to the press for full and faithful reports, and to the various churches for the use of their houses of worship.",1880
"92","WHEREAS, A venerable brother, who in other years occupied a prominent and official position in this body, has fallen asleep in Jesus since its last meeting; and,	WHEREAS, His advanced age, his pure life and eminent services as a minister of Christ warrant this mention of his departure; therefore,	RESOLVED, That this Convention record its appreciation of the life and work of the venerable Adiel Sherwood, who died in St. Louis, Mo., in August, 1879, in the 86th year of his age, and that, while we bless God for the testimony borne by his life and death to the principles and power of the Gospel, we cherish his memory as a precious heritage.",1880
"93","	RESOLVED, That our thanks be tendered our Bro. A. E. Atwater, Secretary of the Committee on Hospitality of the Columbus Church, for his especially zeal in looking after the comfort of the delegates and visitors attending the Convention.	RESOLVED, That our thanks are due and are tendered to the young messengers, Masters Thos. Kemp, Willie Carter, Willie Richardson, Charlie McGee, John Atwater, J. Morgan and Krecker Jobe, who have so kindly served us during the sitting of this Convention.	RESOLVED, That the thanks of this Convention are due and they hereby are tendered Rev. S. A. Steel, the pastor of the Methodist Church of Columbus, for the Christian courtesy which we have received at his hands.  By thoughtful attentions he has greatly contributed to the pleasure and profit of these meetings.	RESOLVED, That the heartfelt thanks of this Convention are tendered to the citizens of Columbus for their princely hospitality; to the Methodist brethren for the use of their house of worship for Convention purposes; to the Methodists, Presbyterians, Cumberland Presbyterians, Disciples and Israelites, for the use of their houses of worship on the Lord's day; to the railroad companies for reduced rates, and to the editors of the Dispatch and Index for correct reports of our proceedings.",1881
"94","	The Committee, to which was referred the resolutions of brother G. A. Nunnally, in reference to Bible work, beg leave to submit in lieu thereof the following resolutions for the adoption of this Convention:	RESOLVED, That we gravely disapprove of the action of the American Baptist Society in refusing to aid in the publication and circulation of the Burmese version of Dr. Judson--the accepted and only version of the Scriptures in that language.	RESOLVED, That this Convention will engage in such measures as may hereafter, in the providence of God, seem practicable and expedient for giving to the world the pure Word of God.	James P. Boyce		E.T. Winkler		C.C. Bitting	W.C. Crane		J.W.M. Williams	T.M. Daniell	T.C. Teasdale		A.E. Dickenson		T.P. Smith	J. Wm. Jones		W.C. Wilkes		T.G. Jones	T.J. Walne		John A. Broadus	J. B. Hawthorne	The Convention was addressed by J.L. Burrows, Virginia; J. P. Boyce, Kentucky; E.T. Winkler, Alabama; G.A. Nunnally, Georgia, and T.C. Teasdale, Tennessee, and the report was adopted.	The same Committee, through its Chairman, presented the following further report, which was adopted:	The Committee to which was referred the communication from the American and Foreign Bible Society recommend that the Convention adopt the following resolution:	RESOLVED, That this Convention fraternally recognizes the presence of Rev. Drs. Hiscox and Douglass who appear among us as messengers from the American and Foreign Bible Society, and receives the communication which they bear from that Society, but, in view of present complications and uncertainties in denominational Bible work, courteously declines to enter now into any discussion or consideration of ""the condition and purposes"" of this Bible Society.	James P. Boyce, Chairman		A.E. Dickinson		F.M. Daniel		J.W.M. Williams	E.T. Winkler		J. Wm. Jones		T.G. Jones	John A. Broadus	C.C. Bitting		W.C. Crane	T.P. Smith		W.C. Wilkes		T.C. Teasdale	T.J. Walne		J.B. Hawthorne",1882
"95","The Committee to whom was referred the communication from the Southern Presbyterian Church, touching the desecration of the Sabbath day, submit the following;	We have considered the subject of the communication and recommend that the Secretary of this Convention reply to the same, assuring that body,	First.  That we in common with all law-loving, law-abiding, and Christian people, deprecate the widespread desecration of the Sabbath, as a day of physical rest and spiritual culture, and hail with pleasure all proper efforts to secure a better and a more general observance of the day.	Second.  That when the proper time shall come we will recommend our people to unite with all law-abiding citizens in seeking, as citizens' for such legislative enactments as will guarantee to all classes of society, the Sabbath as a day of recreation; and will give such protection as will enable all who may desire on that day to worship in forms and ways of their own choosing without hinderance or molestation.							W. C. McCall, Chairman",1882
"96","	RESOLVED, That the delegates to the Southern Baptist Convention, in appreciation of the distinguished hospitality received from the citizens, of Waco, and especially from the members of the Waco Baptist Church, hereby express their profound thanks for the open-hearted and generous entertainment received during their sojourn in the Lone Star State, and as a Convention they hereby tender to the citizens and members afore said, their cordial wishes for the temporal and spiritual welfare of this entire people, praying that our Heavenly Father shall give to them the richest blessings in His storehouse of mercy and grace.	RESOLVED, That we tender our sincere thanks to all the Christian denominations of this city, who have extended to us the use of their houses of worship during the sessions of this body.",1883
"97","	RESOLVED, That the seven millions of colored people within the bounds of this Convention have peculiar claims upon us for whatever of religious instruction be needed for their evangelization, and their proper instruction in the truths and duties of the Gospel.	RESOLVED, That the Home Mission Board is hereby recommended to prosecute its work already begun of holding Institutes under the direction of suitable men, for the purpose of furnishing to colored preachers and deacons instruction in the doctrines of the Gospel, and in the practices of the New Testament Churches, and that this Board be encouraged to secure for this purpose pastors of our churches and others who may be possessed of such gifts as qualify them for this work.",1884
"98","	RESOLVED, That the hearty thanks of the Convention be tendered to the editors of the Baltimore Baptist, brethren Wharton & Barron, for their excellent reports and their kind christian courtesy, in the free and liberal distribution of ""daily"" copies of their wide-awake and most excellent paper, during the sessions of the Convention.	RESOLVED, That we hereby extend our thanks to Col. Adreon, the postmaster of Baltimore, for his courtesy in opening a post office in the lecture-room of this Church, for the accommodation of the delegates of this Convention.	RESOLVED, That our thanks are due and are hereby tendered to the railroad and steamboat lines that have kindly extended courtesies in reduced rates to delegates and visitors attending the Convention; and to the representatives of the daily press of the city, for their reports of the proceedings of the Convention.	RESOLVED, That the thanks of this body be tendered to the various evangelical denominations of this city, for the use of their houses of worship for the Sabbath services.	RESOLVED, That the thanks of the delegates to this Convention are hereby tendered to the Baptists and other friends of Baltimore, for their generous hospitality.",1884
"99","RESOLVED, That the Divine Blessing which has for so many years attended the work of this Convention among the Indian tribes calls for devout expression of our gratitude to God--that the present condition and prospects of the Levering Manual Labor School promise to be of great benefit in civilizing and elevating the Creek Nation and the adjoining tribes.	RESOLVED, That the Home Mission Board be instructed to continue its work in this field, paying special attention to those agencies which tend to develop the piety and benevolence of the churches already established, encouraging them to build for themselves neat houses of worship and to carry the Gospel into the tribes beyond.",1884
"100","RESOLVED, That the seven millions of colored people within the bounds of this Convention have peculiar claims upon us for whatever of religious instruction be needed for their evangelization, and their proper instruction in the truths and duties of the Gospel.	RESOLVED, That the Home Mission Board is hereby recommended to prosecute its work already begun of holding Institutes under the direction of suitable men, for the purpose of furnishing to colored preachers and deacons instruction in the doctrines of the Gospel, and in the practices of the New Testament Churches, and that this Board be encouraged to secure for this purpose pastors of our churches and others who may be possessed of such gifts as qualify them for this work.",1884
"101","	RESOLVED, That the Bible work, as prosecuted by the American Baptist Publication Society, meets our warm approval, and is entitled to the patronage and support of the Baptist churches connected with this Convention.",1885
"102","RESOLVED, That the Convention, in view of the necessity for more laborers, urge the importance of united prayer to the Lord of the harvest that he would send forth laborers into his harvest.",1885
"103","RESOLVED, 1st, That in the evangelization of our own country, in the consecration to Christ of the spiritual power of its fifty millions of people, and in the subordination of the forces inherent in its vast material and industrial resources to the work of the Lord, is to be found the prime factor in the world's conversion.	RESOLVED, 2nd, That this result can be attained only by so broadening the sphere of Christian activity as to include proper attention to all the wants of man, both for this life and that which is to come; by the disciple, like his Divine Master, embracing every opportunity to do good to the bodies as well as the souls of men.	RESOLVED, 3rd, That the accomplishment of so grand a work requires only that measure of energy and that expenditure of means demanded by our obligation to our Saviour and by the spirit of our holy religion.",1885
"104","RESOLVED, That this Convention cherishes deep sympathy with our brother, J. R. Graves, in his affliction, and desires to express the hope that he may be speedily restored to health and usefulness.	RESOLVED, That the Convention looks with peculiar interest upon the recently established mission to the Cubans at Key West, and that they commend the efforts to raise money from unknown givers for a house suited to the wants of this mission.",1885
"105","RESOLVED, That in the judgment of this Convention, the Board of Home Missions needs and must have an enlargement of its resources if it is to accomplish the work committed to it;	That the churches in the different States are hereby requested and urged to raise the respective amounts asked of them in the report of the Board;	That, as individual members of this Convention, we pledge ourselves to use our best efforts to accomplish this desirable object.	RESOLVED, That this Convention, realizing the urgent necessity for aggressive work in the city of New Orleans, heartily approve of the course of the Home Mission Board in endeavoring to build a house of worship for the Valence Street Mission; that the work of building houses of worship in this city should be pushed forward as rapidly as possible.",1885
"106","RESOLVED 1.  That it is not the desire of the Baptist women of the South to have separate and independent organization for the prosecution of Woman's Mission Work.	RESOLVED 2.  That we desire to prosecute our work directly through the churches, and to have representation in the S.B.C., through our respective State Conventions, as heretofore.	RESOLVED 3.  That the above resolutions be transmitted to the S.B.C., now in session, with the request that they be read before the body.",1885
"107","	RESOVLED 1st.  That the work of the Home Mission Board among the colored people meets the cordial endorsement and approval of this Convention; and that said Board be authorized and empowered in their discretion to apply the sum of ten thousand dollars of the funds coming in during next year from churches and people tributary to this Convention, to the carrying on and enlarging of said work.	2nd.  That our churches and congregations be earnestly requested and urged to raise the sum of ten thousand dollars for this work during next year, in addition to their ordinary contributions and as opportunity offers, to aid young colored ministers in acquiring education and more perfect training for their work.",1886
"108","	WHEREAS, The manufacture and sale of intoxicating liquors as a beverage, in the opinion of this Convention, are opposed to the best interests of society and government, and the progress of our holy religion, and believing that all honorable means should be employed for their suppression, therefore be it	RESOLVED, That we, as members of the Southern Baptist Convention, do most solemnly protest against its manufacture and sale, and pledge our influence in the exercise of our rights as citizens of this free country, socially, morally, religiously and in all other proper ways, to work for its speedy overthrow, and to this end we invoke the aid and blessing of Almighty God.",1886
"109","	RESOLVED, That the thanks of this Convention are cordially given to the Baptists and people of Montgomery for their most generous hospitality; to hotels and railroads for reduced rates; to the press for reports of preceedings, and to all who have contributed to the comfort and welfare of the Convention.",1886
"110","RESOLVED, That we render thanks to our Lord for the harmony, enthusiasm and brotherly love that have characterized the proceedings of the session of this Convention.",1886
"111","RESOLVED 1st.  That the work of the Home Mission Board among the colored people meets the cordial endorsement and approval of this Convention; and that said Board be authorized and empowered in their discretion to apply the sum of ten thousand dollars of the funds coming in during next year from churches and people tributary to this Convention, to the carrying on and enlarging of said work.	2d.  That our churches and congregations be earnestly requested and urged to raise the sum of ten thousand dollars for this work during next year, in addition to their ordinary contributions and as opportunity offers, to aid young colored ministers in acquiring education and more perfect training for their work.",1886
"112","	WHEREAS, The excessive use of alcoholic liquors is productive of great evil to individuals, communities and States, and especially endangering our youth, leads to outrageous crimes in every locality, attacks the works and purposes of the Church of God, deprives the innocent, and frequently needy, of the necessaries of life, and spreads sorrow and woe in its track; and	WHEREAS, The liquor interests of the country of all classes are in sympathy with each other, and have made and are making such combinations as they deem most potent for their success, it becomes a necessity for the lovers of morals, good society, religion and peace, not only to give expression of their opinion, but to co-operate as far as possible, not only to check this dangerous element in our land, but to prohibit its manufacture and use as a beverage; therefore,	RESOLVED, That as representatives of the great Baptist brotherhood of the South in convention assembled, we do solemnly protest against the manufacture and sale of ardent spirits as a beverage, and will use our influence in every proper and legitimate way for its suppression and prohibition.	RESOLVED, That, disclaiming all intention of giving to this report any political signification, we express our sympathy with friends of prohibition in the States of Tennessee and Texas in their present efforts to overthrow this evil in their respective commonwealths, and with our prayers, influence and efforts will do all we can to give them success.	RESOLVED, That we extend to all societies, religious denominations and friends, who are endeavoring to stay the tide of intemperance and crime in the land, our most hearty sympathy, and assure them that in us they have most earnest co-workers in this noble movement for God and humanity.",1887
"113","	RESOLVED, That the thanks of this Convention are due and are hereby tendered to the citizens of Louisville for their munificent hospitality to the delegates of the Southern Baptist Convention; to the newspaper reporters for their full reports of proceedings, and to the hotels and different railroad and steamboat companies for courtesies and favors extended, and also to the pages who have so actively attended upon the wants of the members of the Convention.",1887
"114","	RESOLVED, That the thanks of this Convention are due and are hereby tendered to the citizens of Richmond for their cordial and munificent hospitality to the delegates of the Southern Baptist Convention; to the newspaper reporters for their full reports of proceedings; to the hotels and different railroad and steamboat companies, and the firm of J. W. Randolph & English for courtesies and favors extended; and also to the pages who have so actively attended upon the wants of the members of the Convention.",1888
"115","	RESOLVED, By the Southern Baptist Convention assembled, that we are unalterably opposed to the sale of intoxicating liquor, as a beverage, either under high or low license.",1890
"116","	RESOLVED, That the thanks of this Convention are due and are hereby tendered to the citizens of Fort Worth for their cordial and munificent hospitality to the delegates of the Southern Baptist Convention; to the newspaper reporters for their full reports of proceedings; to the hotels and different railroad companies for courtesies and favors extended; and also to the pages who have so actively attended upon the wants of the members of the Convention, and to the churches for their courtesies.",1890
"117","Believing that gambling in all its forms is demoralizing to our people, and that the Louisiana Lottery is an evil of great magnitude, and having learned that the charter of the iniquitous concern will soon expire unless renewed; therefore,	RESOLVED, That we extend our hearty sympathy to the good people of Louisiana in their struggle to rid themselves of this great curse by preventing its renewal, and that we bid them God speed and pledge them the moral sanction of this Convention.",1890
"118","	RESOLVED, That we note with gratification the fact that the Christian and temperance people of Atlanta, Georgia, are going to make a new effort to drive from their beautiful and prosperous city those dens of infamy, the liquor saloons;	RESOLVED, That we tender to our friends our most earnest sympathies in this great undertaking, and beg to assure them that from our homes all over this broad land, prayers shall go up to the God of heaven that his omnipotent arm shall be made bare, and that, under his leadership, victory shall crown their efforts to the good of humanity and the glory of God.",1891
"119","	WHEREAS, The citizens of Birmingham have extended to the Convention a most royal reception and a bountiful hospitality, the various churches of Birmingham the use of their houses on the Sabbath, and at other times, and especially the use of the First Methodist Church by the ladies, and the railroads of the country reduced rates to and from the Convention.	RESOLVED, That it is the sense of the Convention to return thanks for the hospitality extended; to the churches for the use of their houses; to the press for reporting the proceedings of the Convention; and to the railroads for reduced rates; also	RESOLVED, That the Secretaries of the Convention receive the usual amount for their services, and that they be instructed to print and distribute the usual number of minutes.",1891
"120","RESOLVED, That as a body we recognize the hand of God in the organization and great success of the American Baptist Education Society, in arousing our people to the importance of education, and in its wise and judicious distribution of funds proving its national character.	RESOLVED, That this Convention express, with heartiness, its appreciation of the large liberality of brother John D. Rockefeller toward Christian education, as fostered by Baptists, and by which there has been brought about renewed activity among American Baptists in the building up of their educational institutions.	RESOLVED, That this action be communicated to brother Rockefeller.",1891
"121","WHEREAS, Our English Baptist brethren, who took the inception of modern missions, in the sending of William Carey to preach Christ to the people of India, have arranged to celebrate the centennial of the Carey mission, in which work American Baptists participated; therefore	RESOLVED, That this Convention appoint fraternal messengers to hear the greetings of this body to our brethren, when met in Centennial Convention at Kettering, England, in October, 1892.",1891
"122","WHEREAS, Great pressure is being brought to bear on the management of the World's Fair to openly and officially desecrate the Lord's day in full view of the whole world; therefore,	BE IT RESOLVED, That the Southern Baptists, in convention assembled, representing a constituency of 1,235,765 Baptists, respectfully petition to the World's Fair management to close its gates on Sunday, thus giving due respect to the God of nations and to that Christian sentiment that underlies our civilization.	RESOLVED FURTHER, That a copy of this preamble and resolutions be cordially forwarded from this Convention to the managers of the World's Fair.",1891
"123","WHEREAS, Our Convention is becoming very large and unwieldy in its proportions and difficult of entertainment; and whereas there is a growing feeling among our brethren that some steps should be taken to reduce the basis of representation in the body; therefore	RESOLVED, That a committee of seven be appointed to consider and report upon the propriety of striking out of the Constitution so much thereof as authorizes the appointment of a delegate each by the district Associations of the several States.	This resolution, it was proposed to amend, by J. W. Warder, Kentucky, as follows:	RESOLVED, That the committee proposed be instructed also to consider the propriety of abandoning the financial basis and substituting the numerical as the only basis of appointing delegates to his body.	But, on a motion of J. B. Hawthorne, Georgia, the matter was laid on the table by a division of the house.",1891
"124","	RESOLVED, That the thanks of the Convention be returned to the citizens of Atlanta for their noble hospitality, to the various churches of the city for the use of their houses of worship on Lord's day, and especially to the pastor and officials of Trinity Methodist and Central Presbyterian churches for allowing the constant use of their houses of worship; to the press for reporting the proceedings of the body, and to the various transportation companies for reduced rates.",1892
"125","RESOLVED, That in the judgment of this Convention the opening of the Columbian Exposition on the Lord's day would be an outrage upon the Christian sentiment of America which should be resisted by all proper influence and effort.	That a copy of this resolution be sent by our Secretaries to the Congressional Committee having the matter in charge.",1892
"126","	RESOLVED, That the thanks of the Convention be returned to the citizens of Nashville for their noble hospitality, to the various churches of the city for the use of their houses of worship on the Lord's day, to the press for reporting the proceedings of the body, and to the various transportation companies for reduced rates.",1893
