"","text","year"
"87","	RESOLVED, That this Convention extends its most hearty thanks:	(1)  To the Baptist churches of the city, the Association of Commerce, the hotel association, the Mayor of the city, and the welcome message sent by the Governor for their cordial hospitality extended in making this one of the greatest and best sessions in our history.	(2)  We most sincerely thank the denominational press for their fruitful and effective work.  The local press of this city for their very able, correct and full reports of the proceedings of this Convention.  The reports have never been surpassed, if equaled, in any other city.	(3)  The courtesies and cooperation of the railroads and passenger association is very greatly appreciated, and we thank them for the satisfactory manner in which they have handled the transportation of our people.	(4)  We desire also to express our appreciation of the faithful services of the boys and girls who have served as pages, clerks and helpers in many ways.	(5)  That we thank Dr. A. W. Bealer, Chairman of our Press Committee, and the Associated Press for their splendid work in reporting the Convention.",1917
"88","RESOLVED, That this Convention instruct our Sunday School Board, through ""Home and Foreign Fields,"" to take such note of all the work of our Convention as will be necessary to make our magazine the official organ of the Convention.",1917
"89","RESOLVED, That we, the representatives of 2,744,000 Southern Baptists in Convention assembled, pledge to our President and government, our prayers, our loyal and sacrifical support in the war in which we are engaged.  To this end, we pledge our property, our lives and our sacred honor.	WHEREAS, There has come upon earth a spirit which has plunged the nations that have been considered foremost in the lines of advancing civilization into a war more ruthless and more destructive of human life and human happiness than the world has ever before known; therefore, be it	RESOLVED, (1) That we deeply deplore this awful and sorrowful calamity which has caused these leading nations to drench the earth in the precious blood of their own loyal citizens.	(2)  That we reaffirm our faith in the righteousness of the Sermon on the Mount, and our confidence and infallible wisdom of him who has taught us to love our enemies, to bless them that curse us, and to do good to them that despitefully use and persecute us.	(3)  That we desire a stronger faith in the God who maketh wars to cease even unto the ends of the earth, and we shall rejoice if our own people, and all of every name who love the Lord Jesus Christ, in sincerity, shall find it in their hearts to pray for kings and for all that are in authority that we may live quiet and peaceable lives in all godliness and honesty.",1917
"90","The Southern Baptist Convention, assembled in the city of New Orleans, May 19, 1917, representing the views commonly held by the Baptists everywhere, contemplating with mingled feelings of sorrow and hope the conflict of the great nations, which we recognize as a struggle of militarism, autocracy and special privilege against the simple fundamental, indefeasible and inalienable human rights, goes to record before the world as follows:	Reaffirming the immemorial position of Baptists, we insist that the preaching of the gospel or any other form of religious belief should, of right, be free around the whole world, and the right to profess and to practice any or no religion is not to be brought into question by Tsar, Kaiser, Potentate, Ecclesiastical Council or any other human authority, whatever; therefore,	We hold unwaveringly to the belief that in the army camps preaching should be free to all alike--Protestants, Catholics, Jews, Baptists--subject only to such limitations as the exigencies of military order may require.	Contemplating the titanic struggle of humanity for individualism in state and in religion, we are moved by conflicting emotions of profound sorrow, and high hope; sorrow for the manifold griefs of the warring people, Teutonic, Saxon, Latin, our brothers all, and over against this, high hope for the emancipation, for which creation has groaned through weary centuries.  We insist that in the reconstruction of modern civilization now going on that the President of the United States and his counsellors, whom Providence has thrust into the leadership of advancing civilization shall, in the final adjustment of the issues involved, see to it that everywhere religious persecutions shall cease, that preaching and the exercise of religion shall be free to every responsible human soul.",1917
"91","In view of the need for more workers in the kingdom, and in view of the great need of many of our young ministers for financial assistance in obtaining an education; be it	RESOLVED, That this Convention commend to our colleges and seminaries the importance and value of a loan fund for students for the ministry, to be used in the form of loans in proportion to the needs of the student and made only to worthy men who are properly commended for the purpose, and that the loans be made on the following conditions:	1.  That the student render a specified amount of work each week in connection with the churches, Sunday schools, and mission stations of the community, or any other such forms as may be suggested.  From three to five hours per week would, perhaps, be the proper amount the time to be given to this work by the individual student.	2.  That the student return the loan, without interest, after he has finished his college and seminary work.  This may be done either as a personal gift or in the form of money raised from others for the purpose.	RESOLVED, Second, that this recommendation is in no way to be understood as setting aside other gift funds or loan funds now being administered by our colleges and seminaries.  These have been useful in the past and will no doubt continue to be useful in the future.  The present recommendation seeks to add to them a method of aid which will promote the spread of the kingdom in the communities where our schools are located, in the form suggested in this resolution.",1917
"92","WHEREAS, It is proposed to erect in Washington City, the national capital, a great Baptist house of worship, to be known as the Roger Williams Memorial Baptist church, in honor of our great apostle of religious liberty; therefore,	RESOLVED, That we extend to the brethren who have this matter in hand our heartiest approval and sympathy in this noble undertaking.",1917
"93","	WHEREAS, The metropolitan press, the religious, prohibition, temperance, anti-saloon, W. C. T. U. and the county papers have been a great factor in securing almost national prohibition;	THEREFORE, BE IT RESOLVED:	(1)  That the Associated Press reporter be requested to embody all he possibly can of the report on Temperance and Social Service, and that the religious papers be requested to print it in full;	(2)  That a copy be sent to President Woodrow Wilson and to each United States Congressman and Senator.",1918
"94","	RESOLVED, That we, the messengers of this Convention, hereby record our grateful appreciation:	(1)  Of the hospitality and kindness extended to us by the members of the Baptist churches and other good people of this beautiful city;	(2) Of the courtesies extended by the Business Men's League, the hotels, boarding houses, bath houses and mineral water agencies of the city;	(3)  Of the very valuable cooperation of our denominational press in publishing an promoting the interests of the Convention, of the able reports of the proceedings of the Convention by the local press of the city and of the very valuable work of the representative of the Associated Press;	(4)  Of the courtesies of the railroads in connection with the transportation of our people to and from our Convention.",1918
"95","In view of giving the gospel to American soldiers, who have enlisted for the defense of our country, to protect people from internal feuds and enemies without, and knowing that this enlistment exposes them to temptations and dangers incident to army life; American Christians recognize the sacred obligation of preaching the gospel to them, which alone insures certain and everlasting victory to the believer.	WHEREAS, Civil liberty, the democracy for the people against autocracy, the rule of the autocrat is now the contest between the nations of the world; and,	WHEREAS, Religious liberty cannot be absolute where any of its appointments or appropriations are by authority of the state;	WHEREAS, The army Chaplain appointed by state authority as the religious teacher of the country's soldiers is dependent on the state for support and is amenable to the state for regulation of duties and conduct; and,	WHEREAS, The different Christian denominations of this republic can and would send voluntarily through their agencies, religious teachers to all departments of the army and navy.	WHEREAS, The salaries paid to Army Chaplains would equal many Liberty Bonds,	THEREFORE BE IT RESOLVED, By the Southern Baptist Convention assembled, representing a membership in the Southern States of about three million white Baptists and a constituency much larger, that the Congress of the United States be memorialized to consider the propriety and rightfulness of abolishing the Army Chaplaincies leaving the religious services to the discretion and election of the different Christian denominations, which services shall in nowise hinder in any military movement of the army or any part of it, these services seeking only for an open door and protection as American citizens in performance of said religious duties.",1918
"96","WHEREAS, There is an alarming shortage in preachers for the home field and foreign service caused by the demand for preachers in the war work in its various branches and by the enlistment of men in the war from our schools and churches who otherwise would enter the ministry and mission service; and	WHEREAS, This shortage will continue to increase more and more as the war continues, unless steps are taken to make good the shortage by the more recruits; and,	WHEREAS, There is a decrease in the attendance in colleges and seminaries of men called of God to preach, a decrease in the first year of the war running from eighteen to fifty percent, thus imperiling the work of Christ's churches and his kingdom in all phases of his service;	Therefore be it RESOLVED, That this Convention call on our churches and pastors, our schools, our religious papers, our Boards and other denominational agencies and forces to sound out the call and to give the alarm in pulpit, pew, paper, platform, home, classroom and everywhere, calling attention to this shortage, urging the necessity for trained leadership now and after the war closes in the reconstruction of the world torn by war, in a time of all times for wise and spiritual leadership.	(2) That everywhere, in our church and domestic circles prayer, persistent and full of faith and sacrifice, be offered to God that he will call out more laborers into his fields of labor and harvest;	(3) That a commission of seven brethren be appointed at this time to go into all this matter, report back at some time during the sessions of this Convention, setting out this important cause, and that said commission shall continue this work during the next conventional year, giving a thorough study to this whole question, keeping the matter constantly before our people and making a full report to the next Convention.				G. H. Crutcher		J. L. Gross				E. Y. Mullins		L. R. Scarborough",1918
"97","Recognizing the humane and far-reaching work of the American Red Cross in supplying, through many channels, comfort and relief to those in our land, nursing the sick and wounded abroad, feeding and finding homes for hundreds of thousands of orphans in battle-scarred lands, we heartily approve its great work, and commend to the liberality of our people the present effort to secure the one hundred million dollar war fund.",1918
"98","WHEREAS, The professed Christian who makes any attempt to personally lead a soul to Christ is the exception to the rule among church members, and the statistics of our churches show a lamentably small number of conversions when compared with the number of church members, to lead sinners to the blessed Christ;	Therefore, be it RESOLVED, That this Convention urge on all our churches and pastors that, as fundamental to the Christian life, the purpose and the work of our churches, they most zealously train each member of our churches to the apostolic teaching and example of personal soul winning of individuals to Christ.",1918
"99","	WHEREAS, The policy of organizing and departmentizing the work of the Boards of this Convention and the placing of the most capable leaders to be obtained at the head of each department has proven both wise and beneficent for the work committed to these Boards; and	WHEREAS, The work committed to the Foreign Mission Board is even more complex and far-reaching in its various ramifications and difficult in its management than the work committed to any other of the Boards of this Convention; and	WHEREAS, The ordinary tasks of the Foreign Mission Board have been very greatly increased and intensified and rendered far more important and difficult of management by reason of the new opportunities and new fields opened to this Board and by reason of the greatly increased sums of money which this Convention has determined to raise and expend on Foreign Mission work; therefore, be it	RESOLVED, (1) That this Convention express itself as believing that the time has come when the Foreign Mission Board ought not to longer ask or expect its beloved Secretary and associate to carry on this great work almost alone.	RESOLVED, (2) That we recommend to the immediate, earnest, and prayerful consideration of the Foreign Mission Board such a further organization an departmentization of the great work committed to this Board and the employment of such additional department workers, or field forces, as will speedily enable this Board to render the largest possible service in this new day and opportunity.",1919
"100","In view of the increasing demand for preachers, missionaries, and other workers in the service of Christ throughout the world, and in view of the distressing shortage of these workers in all lines of Christian activity, be it	RESOLVED, That this Convention urge the pastors and churches to take up the matter of filling this growing demand; that the Sunday School Board be asked to put the matter of calling out the called in the Educational Day program and that it convey the request of this Convention to all the pastors to preach on this important subject and otherwise do what they can to secure more laborers for the Lord's harvest fields, and cooperate in the best preparation in our Baptist schools for this great work to which God is calling.								L. R. Scarborough								B. H. DeMent								G. T. Lumpkin",1919
"101","WHEREAS, An intelligent, hearty, and harmonious cooperation of all our pastors in all the work of the Kingdom of God committed to us is necessary to the highest efficiency and success of our denomination, and	WHEREAS, The printing press and the mails furnish the only means by which all our pastors can be reached with information concerning the world's needs and our program and plans for meeting those needs; therefore, be it	RESOLVED, (1) That we instruct the Sunday School Board, in cooperation with the Home and Foreign Mission Boards, to devise equitable and mutually satisfactory means by which they can put the Home and Foreign Fields regularly into the hands of all pastors within the territory of the Southern Baptist Convention.	RESOLVED, (2) That we recommend to the several State Boards and the state papers that they devise equitable and mutually satisfactory means by which the state papers can be put regularly into the hands of all the pastors of the several states.	RESOLVED, (3) That we recommend to the State Boards that they apportion to district associations and churches, as other apportionments are made, subscriptions to the state papers in such numbers as they believe the conditions warrant.	RESOLVED, (4) That we recommend to the Sunday School Board in consultation and cooperation with the Home and Foreign Boards, the State Boards, and the state papers, that they devise means by which suitable and helpful books be brought to the attention of our pastors, especially those whose circumstances make it difficult to learn about such books, and to make arrangements by which such books may be furnished at the lowest possible cost to those who may desire to purchase or use them.",1919
"102","WHEREAS, During many centuries, in various countries of the globe, the driven, wandering Jews have suffered terrible persecutions and massacres, sometimes at the hands of professedly Christian nations; and	WHEREAS, All right-thinking men, and especially Christians, should let their voice be heard for the justice, humanity, mercy, forgiveness, and love of true Christianity, as taught by the Lord Jesus Christ; therefore, be it	RESOLVED, That we, the Southern Baptist Convention, do hereby respectfully petition Woodrow Wilson, President of the United States, and other officials of our Government, as soon as deemed advisable, to intercede with the governments of Europe for an International Conference to consider the conditions of the Jews, and to adopt such measures as may be deemed wise for their relief.",1919
"103","	WHEREAS, Prohibition is now a part of the Constitution of the United States and is no longer a political question, but a question of respect for and the enforcement of law, a question of the authority of the whole people expressed in law, and	WHEREAS, The brewers and their paid attorneys are making every possible effort to circumvent and nullify the law by making beer and wine the entering wedge for the return of the saloon; and	WHEREAS, the said brewers and their paid attorneys claim that there is a reaction in the public mind against prohibition; therefore be it	RESOLVED, By the Southern Baptist Convention in annual session assembled in Washington, D.C., May 12-17, 1920, with 8,000 messengers enrolled representing a constituency of 3,000,000 white Baptists, that we hereby respectfully and earnestly petition each of the two great political parties of the United States to put a plank in their respective platforms to be adopted at their approaching National Conventions declaring strongly for the maintenance and enforcement of the Eighteenth Amendment to the Constitution and of the law enacted for its enforcement.	Second, That we also petition said parties not to nominate any man for the Presidency who is not known to be committed to this policy of law and order.	Third, That the Committee on Temperance and Social Service be and the same is hereby authorized and instructed to communicate a copy of these resolutions to the Chairman of the Executive Committee of each of the two great parties.",1920
"104","The daily newspaper has become a great factor in influencing public sentiment.	The reading public demands a publication that furnishes daily news.  The Baptist message is a world message.  The commission given by the Lord requires that this message be delivered to all people everywhere, both by proclamation and through the printed press.  The great program of Southern Baptists makes it imperative that Southern Baptists promote a larger and more effective means of communication with the peoples in Southern Baptist territory.	THEREFORE BE IT RESOLVED, That this Convention instruct its Executive Committee to make the necessary investigation and gather such information as may be obtained on ways and means of establishing and maintaining a daily Baptist newspaper, and that the Committee is hereby authorized to take any steps deemed necessary by it looking toward the establishment of such paper, and report its findings to the next Convention.",1920
"105","RESOLVED, That in view of the world-wide interest at the present time in the cause of Temperance and the growing volume of public opinion in India against the use of intoxicants and drugs like opium and morphine, the consumption of which is alarmingly growing and thus is a serious menace to the physical health, and moral and spiritual well-being of the three hundred fifteen millions of people of India, the Southern Baptist Convention, representing three million white Baptists of America, in its annual session held in Washington, D.C., May 12 to 17, 1920, earnestly requests the Government of India to prohibit the import, manufacture and sale of alcoholic liquors and drugs--particularly prohibition of the cultivation of poppy and manufacture and sale of opium in India for other than medical purposes.  Be it further,	RESOLVED, That a copy of the above resolution be officially forwarded by the Secretary of the Convention to Baptist missionaries in India, to the Hon. Pundit Madan Mohon Malaviya, the President of All-India Temperance Conference, Delhi, India; to the Viceroy of India, to the Secretary of State for India, London; the Premier of Great Britain, and to Lord Clwyd, the President of the Anglo-Indian Temperance Association, Arkbrook, Home Park Road, Wimbledon, S.W. 19, England.",1920
"106","WHEREAS, We as Baptists believe that our language should indicate the loyalty of our people to our Lord and Saviour, and	WHEREAS, The word religious indicates no specific relationship to Christ; be it	RESOLVED 1:  That it is the sense of this Convention that the term ""Christian Education"" should be applied to all forms of education which contribute to the development of Christian character and of Christian efficiency, whether in Sunday School, B.Y.P.U., W.M.U., Academy, College or in other institutions.	RESOLVED 2:  That this terminology will tend to unify life and to dignify Bible study, helping us to think together; correlating and properly appraising all our educational activities; that it will focus the attention of our young people on the educational institutions of our denomination, and that it will serve to enlist college men and women in our local church service.",1920
"107","RESOLVED (1), That the Committee on Temperance and Social Service hereafter be the Commission on Social Service; (2) that said Commission be instructed to communicate the resolution offered by the President of the Convention calling for an amendment to the Constitution of the United States prohibiting the secretarian appropriation of funds to the proper officials and committees in the Senate and House and to represent the Convention in bringing proper influence to bear upon Congress for the passage of a resolution proposing such amendment to the several States for action.",1920
"108","WHEREAS, It has been widely reported by the public press that the Vice-President of the United States recently declared in an address before the Virginia Bar Association that ""If prohibition had been considered by the Senate in secret session behind closed doors not twenty votes would have been cast for it,""  Therefore resolved	1.  That we keenly deplore the Vice-President's poor opinion, if correctly reported, of the august body over which he presides.	2.  That if the opinion thus publicly proclaimed from so distinguished a source were correct, we would regard that fact the darkest omen of national decadence and coming disaster yet produced by these disturbed times.	3.  That we congratulate the friends of moral order and official integrity throughout the United States that our Senators, inheriting illustrious and immortal examples of wisdom, courage and integrity, are not so degenerate as to require the protecting seclusiveness of ""Secret session behind closed doors"" that they may be true to their convictions of right on a great moral issue.	4.  The Southern Baptist Convention cannot concur in the imputation placed by Mr. Marshall, if correctly reported, upon the Senators of the United States in their recent enactment of prohibition legislation and therefore hereby enters its solemn protest against such an amazing conclusion.",1920
"109","WHEREAS, There is no Sunday closing law in Washington City; therefore, be it	RESOLVED, That the Southern Baptist Convention, in meeting assembled, requests its membership over the South to press upon their Congressmen the vital importance of observing the day as a civil institution in this critical period of our national history, and urging legislation on this pressing question in the District of Columbia.",1920
"110","RESOLVED, That we appoint a committee of three to have inscribed or carved inside Washington's monument, if possible, his statement concerning the loyalty of Baptists in the revolutionary war.",1920
"111","II.  Referring to the resolution submitted by the Ministers Baptist Conference of St. Louis in connection with the agitation looking toward the probability of having a representative of this government sent to the court of the Vatican, we affirm that it is the sense of the five thousand and more messengers in session of the Southern Baptist Convention, representing three millions of white Baptists, that it is contrary to the true spirit of Americanism and to the traditions of the American people to foster or favor any union of Church and State, or to confuse the distinct functions of these two divinely authorized institutions.  Therefore, we express the hope that Congress and the Executive Department will lend no ear to the suggestion to have this government represented in any official way at the Roman Vatican or any religious or ecclesiastical organization.	We hereby instruct our Secretaries to forward a copy of this report to the members of the Congress and Senate of the United States, to the President, Secretary of State, and Presiding officers of the Senate and the House.",1920
"112","In view of God's manifest and gracious favor upon Southern Baptists, making them in numbers the largest of any group of this devoted people in all the world and giving to them a great and heroic spirit; and in view of the widespread interest created by the sending out of a statement of their faith, signed by Drs. Mullins, Gambrell and others, this statement having been sent out from the last Convention; and in view of the further fact that many of our people are scattered abroad all over the world, some of them suffering great hardships, afflictions and persecutions; now therefore, be it	RESOLVED, That our two beloved brethren, J. B. Gambrell and E. Y. Mullins, be appointed by this Convention to visit the Baptists as far as possible all over the world, and particularly those of Europe and the Far East, to convey to our brethren in these countries the greetings, good wishes, love and affection of Southern Baptists and to assure them of our profound and sympathetic interest in all their struggles and efforts to uphold the name of our Christ in all the world.	RESOVLED, Second, That the Secretaries of the Convention are authorized to furnish the above-named brethren such certificates of their appointment as may be deemed necessary under the circumstances.",1920
"113","RESOLVED (1), That the Committee on Temperance and Social Service hereafter be the Commission on Social Service; (2) that said Commission be instructed to communicate the resolution offered by the President of the Convention calling for an amendment to the Constitution of the United States prohibiting the secretarian appropriation of funds to the proper officials and committees in the Senate and House and to represent the Convention in bringing proper influence to bear upon Congress for the passage of a resolution proposing such amendment to the several States for action.",1920
"114","RESOLVED, That in view of the world-wide interest at the present time in the cause of Temperance and the growing volume of public opinion in India against the use of intoxicants and drugs like opium and morphine, the consumption of which is alarmingly growing and thus is a serious menace to the physical health, and moral and spiritual well-being of the three hundred fifteen millions of people of India, the Southern Baptist Convention, representing three million white Baptists of America, in its annual session held in Washington, D.C., May 12 to 17, 1920, earnestly requests the Government of India to prohibit the import, manufacture and sale of alcoholic liquors and drugs--particularly prohibition of the cultivation of poppy and manufacture and sale of opium in India for other than medical purposes.  Be it further, 	RESOLVED, That a copy of the above resolution be officially forwarded by the Secretary of the Convention to Baptist missionaries in India, to the Hon. Pundit Madan Mohon Malaviya, the President of All-India Temperance Conference, Delhi, India; to the Viceroy of India, to the Secretary of State of India, London; the Premier of Great Britain, and to Lord Clwyd, the President of the Anglo-Indian Temperance Association, Arkbrook, Home Park Road, Wimbledon, S. W. 19, England.",1920
"115","	The Southern Baptist Convention composed of over five thousand messengers representing a constituency of more than three million white Baptists in Convention assembled at Chattanooga, Tenn., May 16, 1921, memorialize the United States Government to wipe out ""moonshining"" and ""bootlegging"" in the United States of America.  The illegal manufacture of ""whitelightning"" decreases the efficiency and available supply of labor, impairs health and even kills, lowers morals, leads to violation of law and to destruction of life and property.  We doubt whether this can be done unless the penalty is made more drastic and prison sentence made mandatory instead of being left optional with the judges.",1921
"116","	RESOLVED, That this Convention, by rising vote gives expression to its hearty appreciation for all the many provisions made for its entertainment which have been so abundant and cordial in every way.	That special thanks be extended to the Entertainment Committee, the pastors of the city, the homes opened to us, the Press for their ample and more than ordinarily satisfactory reports.  To the mayor, and all other city officials for their uniform courtesy and consideration; to railroads and hotels for special rates; to all business organizations for their co-operation in time and service.  In short to the entire citizenship of beautiful, hospitable Chattanooga for their unparalleled care and provisions for the comfort and convenience of all who have attended this most historic session of the Southern Baptist Convention.	We desire to put this Convention on record as appreciating the very unusual cordiality and hospitality of the city of Chattanooga.  It has been most pleasing to observe the universal and very satisfactory manner in which this noble city has received and entertained its visitors.",1921
"117","	WHEREAS, The columns of the secular and religious press offer to the thousands of our own people and the public in general who do not attend the sessions of the Southern Baptist Convention their only source of information as to the proceedings of this body; and	WHEREAS, the representatives of the press have been unusually liberal in their reports of this year's proceedings,	THEREFORE, BE IT RESOLVED,	(1) That the thanks of this Convention be extended to the Jacksonville Metropolis and the Florida Times-Union of this city for the liberal space, and the accurate, intelligent and wholly sympathetic reports of the proceedings of the Convention.	(2) That we express our appreciation of the full and accurate reports of the Convention sent throughout the country by the general news agencies and that the special thanks of the body be extended the Associated Press for sending a competent staff correspondent in the person of Mr. S. V. Stiles to report its proceedings.	(3)  That the Convention express its appreciation of the labors of the representatives of our various Baptist State papers in reporting the proceedings of the Convention and in constantly keeping before their readers the various interests of this Convention.",1921
"118","WHEREAS, Dr. Rushbrooke of London, England, has brought to us a great message from our Baptist brethren across the seas showing the great need in the lands of Europe for Baptist doctrine, practice and service; We, members of the Southern Baptist Convention now assembled in the City of Chattanooga, Tennessee, express our great joy and appreciation of our brother's visit and hereby pledge our heartiest cooperation, through our boards, with the Baptists of Great Britain in the great work for which Dr. Rushbrooke has so well spoken; And we further record ourselves as recognizing in his great speech a Call, clear and strong, to the English speaking peoples, the wide world over, to stand together, one in heart, prayer and labor for the good of all mankind.",1921
"119","Resolved, That the Southern Baptist Convention in annual session assembled, with more than four thousand delegates enrolled and with a constituency of more than three million white Baptists, hereby gives its hearty endorsement to House Resolution No. 5033, known as the Volstead Supplemental Bill and having as its purpose the strengthening of the Volstead law, now pending before the Committee on the Judiciary, and respectfully urges upon the Committee a prompt and favorable report upon the bill and upon the House of Representatives and the Senate its prompt enactment into law.",1921
"120","RESOLVED, That a Committee be appointed to recommend to the Convention methods and policies for gathering and preserving the historical records of Southern Baptists.",1921
"121","Whereas, The matter of the reconstruction of the world upon a permanent peace basis, is the supreme question of the present,	And whereas, The adjustment of the perplexing world-problem which is filling all nations with unrest, can only be made by the use of those spiritual forces that have been especially committed to the churches,	And whereas, The ethical principles of the Gospel of our Lord are the changeless truths both for personal and national life of the whole world,	And whereas, There is a wide-spread expression that it would be wise and timely to call a conference of representatives of the leading nations to discuss in a friendly way, the question of disarmament,	Resolved, First; That, as a Convention of Christians, we are glad to join other bodies in an endorsement of this seemingly, practical movement toward disarmament with the hope and prayer that our torn and bleeding world may be restored to peace under the guidance and benediction of the Prince of Peace,	Resolved, Second; That, a copy of this Resolution be sent to the President of the United States and to the Secretary of State.",1921
"122","	WHEREAS, The Baptist World Alliance will hold its next meeting in 1923, probably in Stockholm, Sweden; and	WHEREAS, Our European brethren in their great struggles against fearful odds and especially for religious liberty, greatly need the encouragement of their Baptist brethren in other lands, and	WHEREAS, This Convention is now responsible for missions in six European countries from which some of our brethren and sisters will go as messengers to the World Alliance,	RESOLVED, That we pledge our cooperation in promoting the next meeting of the Alliance and express the hope that many of our number may plan to attend the meeting; and that we request our people everywhere to pray that God's blessing may attending the deliberations of the assembly in promoting the fellowship and efficiency of our people everywhere.",1922
"123","WHEREAS, The atrocities against Christians in the Near East by the Turks continue, and	WHEREAS, The British government has taken action seeking the cooperation of our government, as well as those of France and Italy, in putting an end to said atrocities;	RESOLVED, That the Commission on Social Service be instructed to call this matter to the attention of the President of the United States, and to urge him to cooperate with the other governments to this end.",1922
"124","	Resolved, That we have learned with hearty approval of the movement initiated by the Woman's Christian Temperance Union of Brooklyn, N.Y., and now being endorsed by other Temperance and Welfare societies in America, to ask a pledge of total abstinence from intoxicating liquors during their official life on the part of all candidates whose oath of office calls for their support of the constitution of the United States.",1923
"125","	We, messengers to the Convention, hereby tender our sincere thanks to the local committee for the magnificent manner in which the Convention has been entertained.  This was due to the painstaking preparation which was made by the faithful and efficient local committee through its several departments.  Our every need has been anticipated and everything has been done to make our stay pleasant, and we shall carry away nothing but happy memories of Kansas City.	We also thank the railroads for giving reduced rates and excellent service.	For the many kindness and courtesies shown the messengers by the citizens of Kansas City, we express our grateful appreciation.",1923
"126","WHEREAS, War is one of the most ghastly and grievous burdens that afflict the human family; and	WHEREAS, It is a theme suggested for consideration at the coming Baptist meeting in Stockholm in July next; therefore, be it	RESOLVED, That members of this body who attend the Stockholm gathering are hereby requested to use all available and proper means to have the Baptist World Alliance make a clear and concise deliverance on War, which shall be in full harmony with the spirit and teachings of our Lord Christ, as set forth in the Holy Scriptures, and shall be in no wise biased by the demands of this world's governments.",1923
"127","RESOLVED, That the Convention urge every pastor, church, and all our people, by prayer, faith and evangelistic meetings, and in every possible way, to make this Convention year the greatest year of soul-winning we have ever had.  This is one of the best ways to finish our victory in the big campaign and to get us ready for what God has in store for us.",1923
"128","WHEREAS, The daily press of Kansas City, to-wit, the Times-Star and the Journal-Post, have been generous and fair in their use of space for reports of our meetings; and	WHEREAS, The Dallas (Texas) News has sent a special correspondent to cover the Convention for its readers; and	WHEREAS, The Associated Press has sent out full reports over their world-wide news system;	Be it RESOLVED, That the cordial thanks of this Convention be extended to these representatives of the secular press and to the Kansas City Church World for their courtesies and excellent servivce.",1923
"129","WHEREAS, We believe that our sufficiency for the great and difficult tasks before us is only in God, and that God works in answer to prayer,	Be it RESOLVED, That we set apart Friday, June 1, 1923, or a day as near that as possible, as a day of prayer, and that we request all our pastors and churches to spend that day together in prayer, with exposition of Scripture and testimony concerning prayer, beseeching God to give us in His own way the money to pay our debts and enlarge the work for the glory of Christ.",1923
"130","This Convention notes with astonishment and indignation that many acts of persecution have been directed against Baptists in Rumania, during the past year, and further notes that the clauses of the new Rumanian Constitution which profess to give religious freedom and nullified by regulations absolutely destructive of such freedom.	This Convention would express its profound sympathy with the Baptists of Rumania, and with all others suffering persecution in that land and would hereby instruct the Foreign Mission Board to approach the Secretary of State, the Honorable Chas. E. Hughes, with a request that he will transmit to the Rumanian Government our solemn protest against the policy which persecutes and differentiates between loyal citizens, on religious grounds.	Granting as does the United States absolute and impartial liberty to men of all creeds and of no creeds, including those who now represent the prevailing religion in Rumania, we make this appeal not only in the interest of Baptists, but, equally so, in the interest of all others who suffer religious disabilities in Rumania.  Baptists neither ask nor desire any religious privileges for themselves which they do not equally request and desire for everybody else.",1923
"131","WHEREAS, The messengers and visitors composing this Convention persistently, continuously and good-naturedly ignore the by-law forbidding applause, despite the efforts of our moderators to the contrary; and	WHEREAS, We believe that applause, as an expression of hearty spiritual approval is neither inimical to, nor subversive of, the spirit of aggressive Christianity; and	WHEREAS, We believe that a body of Christian citizens should set a wholesome example of obedience to law before their own eyes and the eyes of the public;	Therefore, Be it RESOLVED, That by-law Number 10 forbidding applause is hereby repeated.",1923
"132","	Recognizing the far-reaching and splendid service of the Atlanta Journal, the Atlanta Constitution, the Atlanta Georgian, and other daily papers throughout this state and the entire Convention territory, and also the Associated Press and other news agencies,	BE IT RESOLVED, That this Convention do hereby express appreciation of this service on the part of all these institutions.",1924
